Date,volume_btc,trade_value_krw,KOSPI_Volatility,USD_KRW
2025-10-10,7406.169433149999,1284092311994.7832,23.9,1428.39
2025-10-14,3531.88563806,599744012956.7168,30.45,1429.91
2025-10-15,2346.41757141,397303448405.1144,27.66,1423.12
2025-10-16,3288.87387444,550799467407.1791,29.89,1416.07
2025-10-17,5866.049107299999,955037336138.6691,34.58,1421.89
2025-10-20,1991.1725240199999,330394312326.00507,30.9,1420.39
2025-10-21,2990.36393305,493011161405.7357,30.62,1430.58
2025-10-22,2005.6545144000002,328627827291.9212,29.98,1429.94
2025-10-23,1519.96736641,250173853883.1656,30.63,1437.25
2025-10-24,1989.76688948,330420393870.0669,31.29,1438.35
2025-10-27,2167.0291063,368499819068.3373,32.94,1432.72
2025-10-28,1707.05565918,288712991116.76276,33.24,1432.72
2025-10-29,2507.0545242,418289855234.4418,32.63,1420.83
2025-10-30,3111.99877517,510293810419.173,31.89,1430.45
2025-10-31,1646.21858542,270668181525.80133,30.4,1428.37
2025-11-03,4179.80411737,670856841543.8293,32.89,1430.65
2025-11-04,8154.90946374,1256259248772.9697,35.78,1440.22
2025-11-05,6679.63792444,1011187628816.7396,40.51,1440.95
2025-11-06,2630.36913408,404376731927.9448,40.2,1449.28
2025-11-07,3110.15573292,471435875884.31604,41.88,1461.07
2025-11-10,2530.0048420900002,396984495576.7709,39.75,1456.34
2025-11-12,1873.4575032399998,289666272692.157,36.1,1468.6
2025-11-13,3308.4743813699997,503794829390.3111,33.34,1465.32
2025-11-14,8130.069708620001,1190904633495.4094,36.66,1453.2
2025-11-17,4642.19471617,651537033798.6703,34.36,1459.71
2025-11-18,8358.764245780001,1131221673318.5366,39.26,1461.3
2025-11-19,3788.8943673699996,513689128728.9957,39.51,1467.69
2025-11-20,5179.9200489800005,694824881525.2058,36.28,1472.65
2025-11-21,11857.8096541,1499492914381.399,41.38,1470.84
2025-11-24,4103.38045241,540060207803.955,38.72,1475.94
2025-11-25,3024.27202319,397032436142.9243,37.16,1468.02
2025-11-26,2816.32890766,371303015964.0263,33.06,1468.39
2025-11-28,2664.83937384,365923870778.1223,30.24,1467.65
2025-12-01,6874.23974099,892494475094.4995,31.55,1467.79
2025-12-02,3947.15675388,521404620461.02576,29.73,1469.23
2025-12-03,4300.88891765,592932630551.6346,29.36,1465.94
2025-12-04,2352.98223117,325348096634.4749,28.4,1473.22
2025-12-05,2577.09636801,349637576254.8245,26.95,1472.83
2025-12-08,2076.40814977,281638511289.8188,27.33,1469.19
2025-12-09,2452.01637483,334132947167.42786,27.87,1469.48
2025-12-10,2538.30354052,349049840444.0575,27.64,1470.2
2025-12-11,2728.64224939,370064234784.6718,27.4,1471.38
2025-12-12,1884.8022846200001,256985014565.9986,25.05,1477.72
2025-12-15,2872.4624932300003,376542266581.5679,26.92,1468.62
2025-12-16,2934.80586606,378302289710.3126,28.37,1472.48
2025-12-17,2311.08453888,300906005230.4011,26.78,1475.05
2025-12-18,3361.43202482,435692514050.03046,27.86,1473.21
2025-12-19,3282.1529241999997,425624922648.43976,27.27,1477.26
2025-12-22,2277.07521327,302722843223.10034,27.19,1480.13
2025-12-23,1952.24979982,255870590606.0158,26.11,1481.45
2025-12-24,1874.24331626,242091020810.5018,25.99,1443.62
2025-12-26,1937.8906519500001,250254647461.8934,26.2,1441.16
2025-12-29,2443.12514537,313605531098.1478,27.48,1433.88
2025-12-30,1485.67666192,189731786311.65128,28.85,1439.42
2025-12-31,1202.42580157,154586533198.9026,29.725,1444.55
2026-01-02,1958.2166155,253809015570.94116,30.6,1444.45
2026-01-05,2746.25323331,370533766302.2085,33.03,1444.88
2026-01-06,2440.51570779,330961204691.17035,34.33,1446.93
2026-01-07,1934.3314271000002,259572970655.22427,35.57,1447.45
2026-01-08,1797.2929858399998,237731098800.5296,35.21,1452.15
2026-01-09,1232.54814192,164165213491.5187,34.16,1458.61
2026-01-12,1920.5646376,258494983003.21582,33.5,1467.08
2026-01-13,2510.6665647,343718098468.2321,32.52,1475.78
2026-01-14,2915.29034889,409076642349.5344,31.57,1464.29
2026-01-15,2231.45529711,316180134342.3691,32.39,1469.39
2026-01-16,1320.30195081,185874571893.85858,31.62,1474.05
2026-01-20,2805.62084384,377982117522.8563,34.56,1478.33
2026-01-21,2894.9111532899997,383644898271.927,35.58,1465.95
2026-01-22,1555.62734452,206869086481.04434,36.36,1464.34
2026-01-23,1414.44453336,187867046276.4228,34.09,1462.89
2026-01-26,2250.64122417,289767341061.17975,34.35,1441.49
2026-01-27,1673.07322665,216142158989.49512,34.81,1437.45
2026-01-28,1571.1491342900001,203513025852.5869,38.68,1436.06
2026-01-29,3451.8323365799997,435742087359.5143,38.92,1433.84
2026-01-30,5232.07604706,638256927237.261,39.58,1444.51
2026-02-02,5387.68003306,613732850817.9497,47.37,1452.03
2026-02-03,3826.66057936,434696628496.31995,50.14,1447.7
2026-02-04,4802.27223263,530310637221.9364,50.7,1459.24
2026-02-05,15068.24797521,1516850084089.4543,52.21,1463.13
2026-02-06,20959.77868781,2031732593663.809,51.48,1462.75
2026-02-09,4203.24074946,435898314685.4762,47.16,1458.12
2026-02-10,3475.8146669400003,356932680795.23425,42.0,1456.82
2026-02-11,5912.97000189,590636095956.252,38.88,1446.96
2026-02-12,4684.4240688499995,462319850820.857,40.51,1439.8
2026-02-13,4379.97510072,430771196790.3506,41.57,1442.9
2026-02-17,2237.0822190999997,224987194599.00076,41.9,1444.43
2026-02-18,2434.0953359200003,242663203868.53516,42.230000000000004,1445.15
2026-02-19,2382.5809463799997,234732309801.80103,42.56,1450.1
2026-02-20,2423.55553517,240859497018.1278,43.87,1445.97
2026-02-23,4545.42397046,438203293806.07916,46.34,1442.62
2026-02-24,4458.17602911,417262900045.3785,48.12,1440.45
2026-02-25,4805.62076065,463311498033.0887,49.57,1427.12
2026-02-26,3814.93545525,374403718162.9155,54.67,1433.32
2026-02-27,2865.43145588,277648792842.7378,54.12,1439.82
2026-03-02,4322.90990377,426372618790.9798,58.55,1439.8
2026-03-03,4240.2697821,423132785827.9535,62.98,1485.6
2026-03-04,6082.88206308,627797144237.8674,80.37,1462.7
2026-03-05,3769.4703999599997,398722737020.32056,73.71,1483.36
2026-03-06,2859.8742109100003,293863026356.55286,62.72,1482.98
2026-03-09,2808.41350108,280949725531.6853,71.82,1478.15
2026-03-10,2893.0087892499996,297101496454.7324,66.61,1465.29
2026-03-11,2113.58204012,216921429109.64597,63.19,1474.94
2026-03-12,1777.78269415,182454645592.42773,65.35,1491.81
2026-03-13,4117.96828243,434391724873.2151,60.76,1498.88
2026-03-16,4429.86266318,479125680825.2177,54.67,1493.01
2026-03-17,4149.04715199,456716137192.42676,52.6,1488.68
2026-03-18,3229.03955667,347550140024.5104,54.18,1500.19
2026-03-19,2975.85923152,310994413479.69385,55.47,1495.88
2026-03-20,1944.1472691899999,204017902839.03088,55.64,1504.15
2026-03-23,3633.71485674,379443465657.2344,62.8,1492.07
2026-03-24,1990.82552744,209155986974.0763,64.99,1496.95
2026-03-25,2122.45291266,225118554815.13678,61.5,1500.32
2026-03-26,2070.92230594,217435621181.84515,59.85,1504.57
2026-03-27,3615.3290610900003,368396864066.7539,60.6,1509.86
2026-03-30,1897.79713072,193306285545.5158,61.43,1518.7
2026-03-31,2451.00541908,251026457912.38385,61.48,1523.5
2026-04-01,1911.52619516,197397942707.353,61.65,1511.31
2026-04-02,2238.79621253,227877923749.32678,58.91,1509.54
2026-04-03,903.27178527,91587269457.60228,59.1,1510.17
2026-04-06,2085.6070599199998,217585184809.34564,59.64,1507.55
2026-04-07,2391.50538907,250592659113.18738,59.49,1501.86
2026-04-08,2667.9658302400003,283521307139.69226,57.7,1477.1
2026-04-09,1649.58155799,175345688065.18176,53.96,1472.92
2026-04-10,2071.33877754,222724500292.30023,49.58,1483.9
2026-04-13,2178.63153397,234182258171.54346,50.14,1486.94
2026-04-14,2896.6261600899998,318814069062.28424,49.87,1471.51
2026-04-15,1898.77795674,208859722989.07733,51.97,1474.41
2026-04-16,2132.4492919,234827678160.04092,50.47,1478.19
2026-04-17,3570.47940466,401374741164.5587,48.51,1461.66
2026-04-20,1925.45079974,214420137111.96246,50.32,1470.31
2026-04-21,1978.9659429099997,222643019757.12286,51.63,1478.52
2026-04-22,3304.62700923,380797233461.1227,52.12,1480.61
2026-04-23,2506.76813018,290422351460.46735,54.03,1479.19
2026-04-24,1834.83919691,212751152988.1047,53.56,1476.47
2026-04-27,2577.14620158,298699168049.6495,54.95,1473.4
2026-04-28,1870.04910294,213042875943.8476,55.0,1472.37
2026-04-29,1669.06700083,190362826747.0229,55.57,1487.69
2026-04-30,1371.46140958,155420639121.99823,54.34,1477.93
2026-05-01,1535.55737907,177200463645.0473,55.105000000000004,1477.22
2026-05-04,3338.87638865,393171373676.18713,55.87,1476.01
2026-05-05,2890.22150616,346364068594.32684,57.97,1478.41
2026-05-06,2538.96250652,304491106718.0182,60.07,1447.01
2026-05-07,2120.4656901900003,251741857841.8481,61.05,1453.85
2026-05-08,1475.15250243,174060395721.44055,60.53,1461.06
2026-05-11,2157.90937306,258043130840.92593,65.6,1469.91
2026-05-12,1652.26945982,197744041763.8029,70.14,1490.32
2026-05-13,2041.5370443800002,243022010471.4103,76.16,1490.11
2026-05-14,2175.03096463,258717999895.887,72.91,1491.75
2026-05-15,2397.9210698300003,285669167769.6002,74.71,1499.61
2026-05-18,2667.79349836,305597677887.5772,74.05,1494.67
2026-05-19,1491.12181642,170361800458.0703,72.51,1508.49
2026-05-20,1248.92817704,143334976049.72855,71.37,1498.77
2026-05-21,1166.7799984,134456201868.60785,71.33,1508.47
2026-05-22,1179.12309558,135288366576.59918,66.97,1517.33
2026-05-26,1722.82337499,196183205829.8072,68.09,1506.75
2026-05-27,2569.07179041,286114544630.1208,70.78,1498.28
2026-05-28,2899.0769617700003,314539947693.33777,71.6,1495.94
2026-05-29,1702.99364081,184923630102.53363,74.26,1503.96
2026-06-01,3580.14097293,380234615311.82306,74.22,1511.71
2026-06-02,5198.51133112,526437210776.1924,73.6,1517.4
2026-06-03,4065.9095402000003,399780160745.98914,73.52,1518.03
2026-06-04,5357.62297485,506373275840.63184,73.44,1531.91
2026-06-05,4303.8461192899995,401289814166.4147,73.44,1555.96
2026-06-08,2084.05731995,198247753101.04245,76.63,1528.23
2026-06-09,1880.9139481299999,176004910413.26538,91.23,1529.94
2026-06-10,1787.2962206500001,165379157030.82568,88.35,1519.26
2026-06-11,1481.67493651,139793298230.4482,87.3,1530.97
2026-06-12,1358.87907686,129966699501.69774,89.91,1518.87
2026-06-15,2412.62531051,239530069426.6232,87.85,1514.87
2026-06-16,1573.71848171,156538030942.16864,84.29,1508.12
2026-06-17,1582.99224061,155130167543.37573,79.65,1514.24
2026-06-18,1895.59148907,182695075605.01135,80.25,1540.64
2026-06-22,1437.48609401,139610249644.5363,87.36,1537.86
2026-06-23,1691.3562818999999,160738061279.631,89.41,1532.43
2026-06-24,2466.70861894,229063358933.88934,94.81,1542.53
2026-06-25,3381.92383861,308548805146.39374,95.09,1541.44
2026-06-26,2662.8850304899997,240516411082.7767,92.71,1533.44
2026-06-29,1760.32742731,159548840382.24823,96.94,1542.07
2026-06-30,1733.5689298,155993879411.29007,93.8,1548.78
