Date,Unique Addresses,Number of Transactions,Hash Rate (TH/s),Total Bitcoins in Circulation,Output Volume (BTC),Search Interest
2024-02-15,612859.0,303306.0,605343973.9976323,19628512.5,977279.7990115772,50.29278238618866
2024-02-16,613011.0,312782.0,544386616.4219546,19629568.75,935832.0518549574,42.639532892638215
2024-02-20,638563.0,397096.0,572824723.2499672,19632693.75,999200.0462741652,37.17292611153076
2024-02-21,630339.0,369949.0,560636963.180819,19633737.5,1026772.2064864694,36.07960475530926
2024-02-22,642155.0,365090.0,548449203.1116709,19634781.25,915552.6325839016,34.98628339908777
2024-02-23,679759.0,409204.0,645951283.6648567,19635825.0,800371.3236551008,32.79964068664478
2024-02-26,620435.0,356184.0,540324029.7322387,19637962.5,971510.2018384472,41.54621153641672
2024-02-27,674490.0,387598.0,524073682.9733743,19639012.5,1246634.4317713974,65.59928137328956
2024-02-28,763915.0,413800.0,605325416.7676959,19640056.25,1541489.950014674,104.9588501972633
2024-02-29,772702.0,407090.0,540324029.7322387,19641093.75,1357774.0425646154,95.11895799126987
2024-03-01,771270.0,419284.0,608054004.3789,19642131.25,1184688.5218418953,66.69260272951105
2024-03-04,664743.0,361258.0,508849652.0134983,19644206.25,1219310.001088403,95.11895799126987
2024-03-05,772888.0,424347.0,658743347.9554589,19645243.75,1677292.222257344,109.33213562214928
2024-03-06,681667.0,381934.0,552239932.41775,19646281.25,1421341.484705191,84.18574442905494
2024-03-07,714978.0,436344.0,710022770.2513928,19647318.75,1244924.7770505026,66.69260272951105
2024-03-08,716770.0,426928.0,607463925.659525,19648356.25,1202203.516032886,67.78592408573255
2024-03-11,684136.0,394098.0,670577060.7929822,19651487.5,1357921.6182553242,90.7456725663839
2024-03-12,677201.0,341867.0,556184503.3635911,19652531.25,1382859.4734645602,80.90578036039047
2024-03-13,710767.0,390118.0,631131351.3345715,19653568.75,1627008.3209837596,76.53249493550449
2024-03-14,663447.0,329706.0,579720256.0482558,19654087.5,1276449.595494698,67.78592408573255
2024-03-15,749328.0,307904.0,529980321.6844611,19654606.25,1154363.7750182091,74.34585222306151
2024-03-18,673489.0,416270.0,600922569.4689952,19657731.25,961901.2760127294,56.85271052351762
2024-03-19,755218.0,463952.0,655172523.6571684,19658768.75,1101740.7936961667,69.97256679817554
2024-03-20,639266.0,361515.0,621787936.4644464,19659806.25,1108934.467963165,67.78592408573255
2024-03-21,611408.0,327642.0,500768807.8908293,19660325.0,871242.750582892,59.039353235960604
2024-03-22,679058.0,339533.0,563364908.877183,19660843.75,880810.1617420147,51.38610374241016
2024-03-25,623335.0,317064.0,550845688.6799122,19663987.5,1250324.7156639514,55.75938916729613
2024-03-26,648004.0,317742.0,559191835.4780927,19665025.0,1161761.7147320576,54.66606781107464
2024-03-27,637151.0,355902.0,567537982.2762733,19666062.5,986508.1232951462,50.29278238618866
2024-03-28,696012.0,428670.0,630675249.3060845,19666581.25,973794.8752496778,50.29278238618866
2024-03-29,659374.0,449421.0,595046224.9834774,19667100.0,923032.0879918452,49.199461029967175
2024-04-01,648777.0,326410.0,619839817.691122,19670450.0,1263750.226032886,47.012818317524186
2024-04-02,685496.0,357709.0,611575286.7885739,19671493.75,1089895.5793250247,56.85271052351762
2024-04-03,714141.0,372978.0,586781694.0809289,19672531.25,909993.117184391,47.012818317524186
2024-04-04,655509.0,320607.0,570252632.2758324,19673056.25,864699.4180967722,47.012818317524186
2024-04-05,643705.0,348637.0,611575286.7885739,19673581.25,962527.077391784,43.73285424885971
2024-04-08,685180.0,455617.0,652897941.3013152,19676693.75,982666.1872262182,51.38610374241016
2024-04-09,683771.0,453811.0,603310755.8860255,19677731.25,837041.0116765995,43.73285424885971
2024-04-10,703704.0,531054.0,626404079.729565,19678775.0,773781.9075290214,44.826175605081204
2024-04-11,631803.0,476241.0,566860609.5352726,19679812.5,814237.4967663351,45.9194969613027
2024-04-12,683741.0,448489.0,584038203.763614,19680856.25,798696.518338781,49.199461029967175
2024-04-15,666015.0,503358.0,605510196.549041,19682937.5,938408.6540706648,57.94603187973912
2024-04-16,743368.0,454669.0,708575761.9190906,19683987.5,1028539.245072605,54.66606781107464
2024-04-17,661886.0,385606.0,588332602.3206996,19685031.25,997095.9200815054,54.66606781107464
2024-04-18,670913.0,418095.0,622687790.7773827,19686075.0,989107.8511690224,61.22599594840359
2024-04-19,727141.0,393190.0,648454182.1198951,19687125.0,811798.4458473901,86.37238714149792
2024-04-22,534717.0,671771.0,652748580.6769805,19688359.375,694754.651477748,48.10613967374568
2024-04-23,441797.0,927010.0,721458957.5903468,19688881.25,734569.3476622122,41.54621153641672
2024-04-24,632356.0,606713.0,671772263.1512126,19689403.125,786167.0132848818,40.45289018019523
2024-04-25,633650.0,526242.0,630674365.8262494,19689921.875,623466.7653213254,39.35956882397374
2024-04-26,664327.0,442347.0,578118168.6740619,19690443.75,775414.5050077859,34.98628339908777
2024-04-29,603796.0,403064.0,573738485.5780463,19691225.0,772271.543126716,34.98628339908777
2024-04-30,635509.0,498085.0,617535316.5382024,19692006.25,951488.341027611,41.54621153641672
2024-05-01,587665.0,478881.0,578118168.6740619,19692525.0,885510.477641098,51.79677398336978
2024-05-02,528151.0,559839.0,635054048.9222649,19693046.875,737934.5485675323,40.919451446862126
2024-05-03,537019.0,442742.0,564979119.3860149,19693565.625,690669.3956427871,38.84758048752734
2024-05-06,466177.0,519817.0,534321337.7139056,19694603.125,672642.9736580598,35.73977404852515
2024-05-07,495831.0,372643.0,534321337.7139056,19695153.125,699999.1728698713,32.63196760952296
2024-05-08,514675.0,450856.0,556219753.1939834,19695671.875,666491.1822600901,32.113999869689266
2024-05-09,513026.0,517193.0,613867438.0566123,19695931.25,699636.2332559319,30.56009665018817
2024-05-10,474605.0,713791.0,599332437.5790136,19696190.625,707254.0318148361,33.66790308919036
