Date,Unique Addresses
2024-06-08,599175.0
2024-06-09,479357.0
2024-06-10,473053.0
2024-06-11,485989.0
2024-06-12,483313.0
2024-06-13,469602.0
2024-06-14,475827.0
2024-06-15,426024.0
2024-06-16,410934.0
2024-06-17,433551.0
2024-06-18,484883.0
2024-06-19,459862.0
2024-06-20,465205.0
2024-06-21,514658.0
2024-06-22,456727.0
2024-06-23,358420.0
2024-06-24,456565.0
2024-06-25,441214.0
2024-06-26,476277.0
2024-06-27,501018.0
2024-06-28,562499.0
2024-06-29,502873.0
2024-06-30,465981.0
2024-07-01,650451.0
2024-07-02,511492.0
2024-07-03,503996.0
2024-07-04,487582.0
2024-07-05,510689.0
2024-07-06,461755.0
2024-07-07,417263.0
2024-07-08,534832.0
2024-07-09,499299.0
2024-07-10,460604.0
2024-07-11,487442.0
2024-07-12,486027.0
2024-07-13,418214.0
2024-07-14,440649.0
2024-07-15,482490.0
2024-07-16,492843.0
2024-07-17,476281.0
2024-07-18,481360.0
2024-07-19,510414.0
2024-07-20,444989.0
2024-07-21,412253.0
2024-07-22,504554.0
2024-07-23,480641.0
2024-07-24,484767.0
2024-07-25,529053.0
2024-07-26,529294.0
2024-07-27,508959.0
2024-07-28,431944.0
2024-07-29,543529.0
2024-07-30,500916.0
2024-07-31,542141.0
2024-08-01,550192.0
2024-08-02,531291.0
2024-08-03,490026.0
2024-08-04,451025.0
2024-08-05,572484.0
2024-08-06,502085.0
2024-08-07,483579.0
2024-08-08,541524.0
2024-08-09,505594.0
2024-08-10,449194.0
2024-08-11,407547.0
2024-08-12,459444.0
2024-08-13,499256.0
2024-08-14,514603.0
2024-08-15,517110.0
2024-08-16,541657.0
2024-08-17,468048.0
2024-08-18,431177.0
2024-08-19,479794.0
2024-08-20,522795.0
2024-08-21,528523.0
2024-08-22,529070.0
2024-08-23,531334.0
2024-08-24,465477.0
2024-08-25,410926.0
2024-08-26,467689.0
2024-08-27,500316.0
2024-08-28,507535.0
2024-08-29,537264.0
2024-08-30,572225.0
2024-08-31,500461.0
2024-09-01,474746.0
2024-09-02,497761.0
2024-09-03,532190.0
2024-09-04,517981.0
2024-09-05,539154.0
2024-09-06,541499.0
2024-09-07,467697.0
2024-09-08,443983.0
2024-09-09,484357.0
2024-09-10,496236.0
2024-09-11,485718.0
2024-09-12,543579.0
2024-09-13,541521.0
2024-09-14,497081.0
2024-09-15,450094.0
2024-09-16,508716.0
2024-09-17,512792.0
2024-09-18,503606.0
2024-09-19,534707.0
2024-09-20,555435.0
2024-09-21,487325.0
2024-09-22,439610.0
2024-09-23,518528.0
2024-09-24,517079.0
2024-09-25,513256.0
2024-09-26,515965.0
2024-09-27,549045.0
2024-09-28,477266.0
2024-09-29,462111.0
2024-09-30,513555.0
2024-10-01,626337.0
2024-10-02,504061.0
2024-10-03,522348.0
2024-10-04,553982.0
2024-10-05,462401.0
2024-10-06,435532.0
2024-10-07,495630.0
2024-10-08,556194.0
2024-10-09,479175.0
2024-10-10,495077.0
2024-10-11,474119.0
2024-10-12,440477.0
2024-10-13,417442.0
2024-10-14,477679.0
2024-10-15,510964.0
2024-10-16,465015.0
2024-10-17,529901.0
2024-10-18,519056.0
2024-10-19,480562.0
2024-10-20,462770.0
2024-10-21,482337.0
2024-10-22,479204.0
2024-10-23,496062.0
2024-10-24,453818.0
2024-10-25,585659.0
2024-10-26,513505.0
2024-10-27,452846.0
2024-10-28,535356.0
2024-10-29,580911.0
2024-10-30,553379.0
2024-10-31,562550.0
2024-11-01,556938.0
2024-11-02,504261.0
2024-11-03,452489.0
2024-11-04,518020.0
2024-11-05,548496.0
2024-11-06,622567.0
2024-11-07,583392.0
2024-11-08,591256.0
2024-11-09,502341.0
2024-11-10,564887.0
2024-11-11,623757.0
2024-11-12,702614.0
2024-11-13,636591.0
2024-11-14,587387.0
2024-11-15,619496.0
2024-11-16,581986.0
2024-11-17,518085.0
2024-11-18,569926.0
2024-11-19,547133.0
2024-11-20,557265.0
2024-11-21,666198.0
2024-11-22,628962.0
2024-11-23,590149.0
2024-11-24,534909.0
2024-11-25,593158.0
2024-11-26,568082.0
2024-11-27,599701.0
2024-11-28,559054.0
2024-11-29,551876.0
2024-11-30,583648.0
2024-12-01,501246.0
2024-12-02,578842.0
2024-12-03,613585.0
2024-12-04,606514.0
2024-12-05,676971.0
2024-12-06,589966.0
2024-12-07,523611.0
2024-12-08,500126.0
2024-12-09,548218.0
2024-12-10,637676.0
2024-12-11,617471.0
2024-12-12,642365.0
2024-12-13,622796.0
2024-12-14,547370.0
2024-12-15,540459.0
2024-12-16,628257.0
2024-12-17,587955.0
2024-12-18,583495.0
2024-12-19,634202.0
2024-12-20,640920.0
2024-12-21,516725.0
2024-12-22,477331.0
2024-12-23,528563.0
2024-12-24,543738.0
2024-12-25,465831.0
2024-12-26,488028.0
2024-12-27,568492.0
2024-12-28,513628.0
2024-12-29,473130.0
2024-12-30,546526.0
2024-12-31,545227.0
2025-01-01,469908.0
2025-01-02,536381.0
2025-01-03,580296.0
2025-01-04,514543.0
2025-01-05,477492.0
2025-01-06,552854.0
2025-01-07,534903.0
2025-01-08,545474.0
2025-01-09,551517.0
2025-01-10,555569.0
2025-01-11,493250.0
2025-01-12,478512.0
2025-01-13,527739.0
2025-01-14,555702.0
2025-01-15,562243.0
2025-01-16,552617.0
2025-01-17,609681.0
2025-01-18,548843.0
2025-01-19,581784.0
2025-01-20,611603.0
2025-01-21,576234.0
2025-01-22,563550.0
2025-01-23,559393.0
2025-01-24,555324.0
2025-01-25,511721.0
2025-01-26,468657.0
2025-01-27,536813.0
2025-01-28,526610.0
2025-01-29,536882.0
2025-01-30,563297.0
2025-01-31,573440.0
2025-02-01,547939.0
2025-02-02,493629.0
2025-02-03,594369.0
2025-02-04,533329.0
2025-02-05,549668.0
2025-02-06,556046.0
2025-02-07,547121.0
2025-02-08,495840.0
2025-02-09,458209.0
2025-02-10,506614.0
2025-02-11,527971.0
2025-02-12,524479.0
2025-02-13,554664.0
2025-02-14,555378.0
2025-02-15,477805.0
2025-02-16,439616.0
2025-02-17,481661.0
2025-02-18,505135.0
2025-02-19,504104.0
2025-02-20,528372.0
2025-02-21,539520.0
2025-02-22,481128.0
2025-02-23,401327.0
2025-02-24,502390.0
2025-02-25,593036.0
2025-02-26,551544.0
2025-02-27,559897.0
2025-02-28,639073.0
2025-03-01,537837.0
2025-03-02,502728.0
2025-03-03,574113.0
2025-03-04,572405.0
2025-03-05,553079.0
2025-03-06,582749.0
2025-03-07,575233.0
2025-03-08,490884.0
2025-03-09,468931.0
2025-03-10,561710.0
2025-03-11,555242.0
2025-03-12,537118.0
2025-03-13,548028.0
2025-03-14,558542.0
2025-03-15,483792.0
2025-03-16,440114.0
2025-03-17,511394.0
2025-03-18,520296.0
2025-03-19,523412.0
2025-03-20,538832.0
2025-03-21,542213.0
2025-03-22,463442.0
2025-03-23,426406.0
2025-03-24,542968.0
2025-03-25,537123.0
2025-03-26,551045.0
2025-03-27,546963.0
2025-03-28,555512.0
2025-03-29,491096.0
2025-03-30,448720.0
2025-03-31,536233.0
2025-04-01,577515.0
2025-04-02,561041.0
2025-04-03,576015.0
2025-04-04,568203.0
2025-04-05,491185.0
2025-04-06,468285.0
2025-04-07,561612.0
2025-04-08,560881.0
2025-04-09,553980.0
2025-04-10,559681.0
2025-04-11,574941.0
2025-04-12,504593.0
2025-04-13,462177.0
2025-04-14,531419.0
2025-04-15,547445.0
2025-04-16,543869.0
2025-04-17,545464.0
2025-04-18,515292.0
2025-04-19,471006.0
2025-04-20,423502.0
2025-04-21,493498.0
2025-04-22,569473.0
2025-04-23,546333.0
2025-04-24,569545.0
2025-04-25,595179.0
2025-04-26,486530.0
2025-04-27,449536.0
2025-04-28,513795.0
2025-04-29,526876.0
2025-04-30,558028.0
2025-05-01,555979.0
2025-05-02,613025.0
2025-05-03,515130.0
2025-05-04,446087.0
2025-05-05,531867.0
2025-05-06,526919.0
2025-05-07,559340.0
