Date,Output Volume (BTC)
2023-04-06,1031407.7811353279
2023-04-07,772690.6651893914
2023-04-08,583223.4414883022
2023-04-09,591051.8908094617
2023-04-10,947863.3777688831
2023-04-11,963260.8709968253
2023-04-12,1182479.7309788892
2023-04-13,778872.4000004624
2023-04-14,1029306.275224179
2023-04-15,768118.8016758239
2023-04-16,634651.9199273577
2023-04-17,1100206.0671141814
2023-04-18,799434.5492856022
2023-04-19,786134.4406258309
2023-04-20,788964.6979591247
2023-04-21,838265.8303889454
2023-04-22,553571.7770469534
2023-04-23,487623.2553658754
2023-04-24,815330.5543160394
2023-04-25,797672.5708803484
2023-04-26,897233.8573899134
2023-04-27,869057.0062128896
2023-04-28,863516.8474436153
2023-04-29,589539.4343604173
2023-04-30,676938.3538977067
2023-05-01,816867.80037674
2023-05-02,673165.5041069923
2023-05-03,951363.8871065668
2023-05-04,838973.7156321363
2023-05-05,821755.2957860519
2023-05-06,872788.127934755
2023-05-07,1020109.309876
2023-05-08,800540.696421211
2023-05-09,745971.0085325907
2023-05-10,847529.6317737019
2023-05-11,854687.5777519386
2023-05-12,961567.3125304152
2023-05-13,527760.2436363552
2023-05-14,521803.0704965116
2023-05-15,718574.0874533715
2023-05-16,884090.8603749563
2023-05-17,836811.1948932902
2023-05-18,834936.154466927
2023-05-19,731605.8663496075
2023-05-20,488585.64961757895
2023-05-21,532324.9063328151
2023-05-22,837237.7582461869
2023-05-23,948190.1385855927
2023-05-24,991723.4285446507
2023-05-25,849143.1488337782
2023-05-26,720918.5863451165
2023-05-27,541931.8974443405
2023-05-28,630627.1936986909
2023-05-29,880581.2657687835
2023-05-30,1012502.2653398761
2023-05-31,1390860.7624147716
2023-06-01,1100258.0897132698
2023-06-02,1256071.1651489728
2023-06-03,819875.2366021198
2023-06-04,962564.3928059011
2023-06-05,1536383.675306426
2023-06-06,1353634.713884442
2023-06-07,1020736.8918145619
2023-06-08,1059386.5714597565
2023-06-09,1118985.1425051205
2023-06-10,1031633.6773464434
2023-06-11,1025490.6997306608
2023-06-12,1167701.6224063758
2023-06-13,1001925.9582235044
2023-06-14,960062.1867403256
2023-06-15,931644.1196554066
2023-06-16,992766.0933379089
2023-06-17,677173.3202912217
2023-06-18,755464.6991560179
2023-06-19,957852.9124955928
2023-06-20,1060969.171650034
2023-06-21,1219055.77862459
2023-06-22,1175385.9885338095
2023-06-23,1059356.2074180439
2023-06-24,729531.7530779238
2023-06-25,776166.1887162057
2023-06-26,1042169.6958935944
2023-06-27,989993.555701595
2023-06-28,931843.2289083635
2023-06-29,1141335.525933798
2023-06-30,1147700.6111096765
2023-07-01,760626.7491408052
2023-07-02,589951.4184571125
2023-07-03,929045.208527094
2023-07-04,877207.5105269701
2023-07-05,843727.5042979434
2023-07-06,928908.8471467932
2023-07-07,924497.3383687681
2023-07-08,708110.538873335
2023-07-09,721745.7382179768
2023-07-10,913774.6374530159
2023-07-11,815970.1876022136
2023-07-12,904499.0041863366
2023-07-13,930321.1689789483
2023-07-14,946356.1511906988
2023-07-15,680788.2195990614
2023-07-16,686696.6677355781
2023-07-17,865536.8885895377
2023-07-18,1109685.0647468467
2023-07-19,894747.3018870612
2023-07-20,864106.069914619
2023-07-21,744311.1848481537
2023-07-22,526723.2991480043
2023-07-23,535511.3570369008
2023-07-24,752843.9563626994
2023-07-25,691905.0381751502
2023-07-26,701005.7520180536
2023-07-27,739623.5062808398
2023-07-28,786619.9205024065
2023-07-29,536663.1513000766
2023-07-30,625826.0802420053
2023-07-31,797988.1651391743
2023-08-01,757590.1896860533
2023-08-02,689168.2335844436
2023-08-03,690635.5035073283
2023-08-04,660473.318010671
2023-08-05,581305.9063528628
2023-08-06,505741.6315525863
2023-08-07,894423.968834785
2023-08-08,898828.7357188861
2023-08-09,873150.8440148145
2023-08-10,941072.4194874854
2023-08-11,818625.1948242271
2023-08-12,735684.3152142507
2023-08-13,623711.5013007269
2023-08-14,858431.9676072722
2023-08-15,802670.9238196025
2023-08-16,911735.1443696149
2023-08-17,1218979.2684066624
2023-08-18,1007438.471284616
2023-08-19,663964.7805194064
2023-08-20,603806.4123802828
2023-08-21,1018065.9101324095
2023-08-22,1052524.2971763501
2023-08-23,1064131.316912779
2023-08-24,860217.3442902141
2023-08-25,782152.4920206256
2023-08-26,578582.579021297
2023-08-27,787372.4156331917
2023-08-28,906625.1624644278
2023-08-29,996346.5106168978
2023-08-30,996724.5943991679
2023-08-31,819757.2092510327
2023-09-01,928169.1347861827
2023-09-02,606921.5389349965
2023-09-03,485496.14223332715
2023-09-04,647188.8686016449
2023-09-05,710722.9375608144
2023-09-06,697201.7018977725
2023-09-07,696458.6362341515
2023-09-08,644500.1684341887
2023-09-09,551899.9279059257
2023-09-10,637600.8716637564
2023-09-11,735758.9171780561
2023-09-12,819176.0997951363
2023-09-13,674613.8558888587
2023-09-14,766395.1866184828
2023-09-15,862601.821892855
2023-09-16,646453.4051869381
2023-09-17,579312.6680833617
2023-09-18,786799.8709506921
2023-09-19,857700.7318293995
2023-09-20,934869.1977800953
2023-09-21,713940.1414752995
2023-09-22,641040.2709766598
2023-09-23,475221.1890916567
2023-09-24,484248.7905176981
2023-09-25,817480.6791258983
2023-09-26,663249.4261004181
2023-09-27,761678.5738837138
2023-09-28,811180.6621705698
2023-09-29,889802.4018919835
2023-09-30,653579.8884727863
2023-10-01,555174.5091978626
2023-10-02,1106424.6598192258
2023-10-03,839377.0868773581
2023-10-04,982241.5967700147
2023-10-05,1075503.1105322603
2023-10-06,1060461.4885922582
2023-10-07,808983.5326528918
2023-10-08,633374.1145192062
2023-10-09,749422.1336482924
2023-10-10,832238.8224496931
2023-10-11,875875.9047509906
2023-10-12,760762.37414114
2023-10-13,648945.8177091569
2023-10-14,723954.052875498
2023-10-15,521404.4774855384
2023-10-16,980831.3438038469
2023-10-17,871217.822683054
2023-10-18,824492.3992597901
2023-10-19,863816.6159477646
2023-10-20,1023733.3276250362
2023-10-21,635750.1866666463
2023-10-22,635943.4782376734
2023-10-23,1143455.3357889277
2023-10-24,1449118.6271524176
2023-10-25,1043657.6191705395
2023-10-26,930192.4649175463
2023-10-27,866540.942920581
2023-10-28,624077.5307340743
2023-10-29,632022.7348626802
2023-10-30,971381.7090326692
2023-10-31,794305.524227686
2023-11-01,841010.4788962676
2023-11-02,841099.2868209039
2023-11-03,844764.9940459207
2023-11-04,620931.6840370293
2023-11-05,548298.5720350201
2023-11-06,779204.661944023
2023-11-07,794109.7030101281
2023-11-08,860092.4473477625
2023-11-09,1099687.9005164949
2023-11-10,842257.7705804303
2023-11-11,691936.2820149093
2023-11-12,615510.886602048
2023-11-13,787410.0338639724
2023-11-14,940829.7244883642
2023-11-15,830435.4208050476
2023-11-16,870584.592796781
2023-11-17,753044.601033206
2023-11-18,489096.77649118187
2023-11-19,563125.2194799593
2023-11-20,935653.867484618
2023-11-21,961211.3931708874
2023-11-22,926218.3601648697
2023-11-23,718858.501290789
2023-11-24,893910.9051773447
2023-11-25,644465.7944047297
2023-11-26,673446.2799108957
2023-11-27,851459.6800966004
2023-11-28,818304.8082198857
2023-11-29,877558.2599001294
2023-11-30,892629.060238434
2023-12-01,1034559.7587734926
2023-12-02,752228.6714345356
2023-12-03,735900.05887303
2023-12-04,1103651.3883924994
2023-12-05,981031.4626103486
2023-12-06,1015781.2034854849
2023-12-07,883608.2120218133
2023-12-08,988756.835160918
2023-12-09,620138.3338936784
2023-12-10,542429.625018812
2023-12-11,989249.9823570077
2023-12-12,933081.9649746428
2023-12-13,843132.1754219589
2023-12-14,832528.1601530511
2023-12-15,762714.3224830151
2023-12-16,562623.870095735
2023-12-17,439251.4840201639
2023-12-18,761507.3940890749
2023-12-19,739339.040509857
2023-12-20,818436.5928003542
2023-12-21,739898.9721038195
2023-12-22,841910.2517605287
2023-12-23,455025.33540234866
2023-12-24,556013.3628918806
2023-12-25,483294.8998189989
2023-12-26,792402.6290276292
2023-12-27,769805.8112292612
