Date,Hash Rate (TH/s)
2022-07-16,214480636.40419686
2022-07-17,179699992.6629758
2022-07-18,189844347.0874986
2022-07-19,199988701.51202142
2022-07-20,182598379.64141086
2022-07-21,199187652.45519632
2022-07-22,181711862.6387281
2022-07-23,211997173.07851613
2022-07-24,216126988.13848722
2022-07-25,195477912.83863172
2022-07-26,220256803.19845834
2022-07-27,227139828.29841012
2022-07-28,194101307.8186414
2022-07-29,200984332.91859323
2022-07-30,177582047.57875702
2022-07-31,209243963.0385354
2022-08-01,187218282.71868956
2022-08-02,213373778.09850645
2022-08-03,199607727.89860287
2022-08-04,183173748.80206442
2022-08-05,210085555.03954557
2022-08-06,225491829.07577893
2022-08-07,222690688.3419183
2022-08-08,201682132.83796376
2022-08-09,200281562.47103348
2022-08-10,207284414.30568495
2022-08-11,196079851.3702425
2022-08-12,215687836.5072668
2022-08-13,194679281.00331223
2022-08-14,186275858.8017304
2022-08-15,203082703.20489404
2022-08-16,207284414.30568495
2022-08-17,180673577.33400917
2022-08-18,202403376.03316846
2022-08-19,250867150.78611156
2022-08-20,209995536.33219454
2022-08-21,205767438.2852376
2022-08-22,204358072.2695853
2022-08-23,242410954.69219768
2022-08-24,205767438.2852376
2022-08-25,224089196.48871768
2022-08-26,248048418.754807
2022-08-27,204358072.2695853
2022-08-28,226907928.52002233
2022-08-29,221270464.45741308
2022-08-30,228317294.5356746
2022-08-31,219862688.89188153
2022-09-01,212503108.15739748
2022-09-02,198644209.79930627
2022-09-03,226362006.5154886
2022-09-04,258699436.01770127
2022-09-05,235601272.08754936
2022-09-06,218662618.53877124
2022-09-07,224822128.92014512
2022-09-08,195564454.60861945
2022-09-09,226362006.5154886
2022-09-10,241760782.46892318
2022-09-11,281797599.94785315
2022-09-12,235601272.08754936
2022-09-13,211972242.0735515
2022-09-14,202308899.97494468
2022-09-15,234168569.26233754
2022-09-16,203901883.4393143
2022-09-17,270807188.94283926
2022-09-18,245319453.51292506
2022-09-19,207087850.36805362
2022-09-20,242133486.58418575
2022-09-21,224610668.47611964
2022-09-22,203901883.4393143
2022-09-23,215052767.68990183
2022-09-24,232575585.79796788
2022-09-25,234168569.26233754
2022-09-26,238947519.65544644
2022-09-27,205494866.90368393
2022-09-28,234283743.87934902
2022-09-29,222928606.67506388
2022-09-30,263461080.61598453
2022-10-01,282168376.2810249
2022-10-02,244753784.95094424
2022-10-03,240076961.03468415
2022-10-04,254107432.78346437
2022-10-05,272814728.44850475
2022-10-06,247871667.56178424
2022-10-07,266578963.2268246
2022-10-08,272814728.44850475
2022-10-09,246312726.25636423
2022-10-10,281762541.4868823
2022-10-11,277924882.20287925
2022-10-12,242520438.6101558
2022-10-13,253141771.68797284
2022-10-14,276154660.02324307
2022-10-15,269073771.3046984
2022-10-16,254911993.867609
2022-10-17,265533326.94542602
2022-10-18,251371549.5083366
2022-10-19,267303549.1250622
2022-10-20,256682216.04724517
2022-10-21,276154660.02324307
2022-10-22,240750216.43051958
2022-10-23,274506216.9071191
2022-10-24,249031192.74934924
2022-10-25,223395628.7898574
2022-10-26,283822315.2658024
2022-10-27,247200081.03795698
2022-10-28,291146762.1113715
2022-10-29,261848974.7290952
2022-10-30,247200081.03795698
2022-10-31,316782326.0708633
2022-11-01,263680086.4404874
2022-11-02,223395628.7898574
2022-11-03,300302320.6683329
2022-11-04,236213410.7696033
2022-11-05,276497868.4202333
2022-11-06,250862304.46074155
2022-11-07,263186945.48747677
2022-11-08,297875786.9173795
2022-11-09,272291363.5011629
2022-11-10,268636445.8702748
2022-11-11,244879481.2695022
2022-11-12,305185622.17915577
2022-11-13,235742187.19228196
2022-11-14,224777434.2996177
2022-11-15,283256116.39382714
2022-11-16,274118822.31660694
2022-11-17,252189316.5312784
2022-11-18,254016775.34672245
2022-11-19,268636445.8702748
2022-11-20,272375605.3694332
2022-11-21,236949653.97082296
2022-11-22,231439196.90173405
2022-11-23,258991482.2471786
2022-11-24,236949653.97082296
2022-11-25,225928739.83264518
2022-11-26,200213273.51023027
2022-11-27,249807387.13203046
2022-11-28,255317844.20111936
2022-11-29,240623292.0168823
2022-11-30,253481025.1780897
2022-12-01,281033310.52353424
2022-12-02,229602377.87870446
2022-12-03,240623292.0168823
2022-12-04,257154663.22414896
2022-12-05,268175577.36232677
2022-12-06,231289584.01772717
2022-12-07,292794732.7377177
2022-12-08,284283257.94883054
2022-12-09,258748833.58216918
2022-12-10,262153423.49772403
2022-12-11,250237358.793282
2022-12-12,243428178.96217236
2022-12-13,280878668.0332757
2022-12-14,251939653.75105944
2022-12-15,236618999.1310626
2022-12-16,221298344.51106575
2022-12-17,234916704.1732852
2022-12-18,246832768.87772718
2022-12-19,233961255.1644386
2022-12-20,246114015.1556391
2022-12-21,251387886.90897432
2022-12-22,237324228.90008065
2022-12-23,232050357.14674553
2022-12-24,156458195.34894204
2022-12-25,247871972.40675086
2022-12-26,226776485.39341035
2022-12-27,202165083.87784645
2022-12-28,295336818.18676704
2022-12-29,247871972.40675086
2022-12-30,277757245.6756499
2022-12-31,274241331.1734265
2023-01-01,272483373.92231476
2023-01-02,274241331.1734265
2023-01-03,261883481.8059322
2023-01-04,242356482.01087618
2023-01-05,266083690.039913
2023-01-06,305064103.23047346
2023-01-07,260999288.3194051
2023-01-08,259304487.74590245
2023-01-09,257609687.17239982
2023-01-10,286421296.9219445
2023-01-11,249135684.30488667
2023-01-12,255914886.59889722
2023-01-13,269473291.1869182
2023-01-14,289810898.0689498
2023-01-15,280250606.7848099
2023-01-16,274688843.2470833
2023-01-17,291506527.527517
2023-01-18,261608422.14007932
2023-01-19,270951580.07365364
2023-01-20,246659369.44636056
2023-01-21,257871158.96664968
2023-01-22,282163369.59394276
2023-01-23,295243790.7009466
