date,value
2022-05-01,27
2022-05-02,28
2022-05-03,27
2022-05-04,27
2022-05-05,32
2022-05-06,36
2022-05-07,28
2022-05-08,34
2022-05-09,59
2022-05-10,59
2022-05-11,71
2022-05-12,100
2022-05-13,78
2022-05-14,56
2022-05-15,50
2022-05-16,49
2022-05-17,47
2022-05-18,45
2022-05-19,44
2022-05-20,39
2022-05-21,36
2022-05-22,34
2022-05-23,38
2022-05-24,38
2022-05-25,34
2022-05-26,36
2022-05-27,36
2022-05-28,31
2022-05-29,28
2022-05-30,35
2022-05-31,36
2022-06-01,32
2022-06-02,30
2022-06-03,31
2022-06-04,26
2022-06-05,26
2022-06-06,32
2022-06-07,32
2022-06-08,30
2022-06-09,29
2022-06-10,29
2022-06-11,29
2022-06-12,36
2022-06-13,99
2022-06-14,95
2022-06-15,91
2022-06-16,76
2022-06-17,65
2022-06-18,97
2022-06-19,93
2022-06-20,74
2022-06-21,62
2022-06-22,56
2022-06-23,51
2022-06-24,46
2022-06-25,39
2022-06-26,39
2022-06-27,45
2022-06-28,40
2022-06-29,42
2022-06-30,52
2022-07-01,50
2022-07-02,42
2022-07-03,41
2022-07-04,43
2022-07-05,44
2022-07-06,39
2022-07-07,40
2022-07-08,40
2022-07-09,32
2022-07-10,30
2022-07-11,38
2022-07-12,38
2022-07-13,38
2022-07-14,38
2022-07-15,34
2022-07-16,31
2022-07-17,30
2022-07-18,39
2022-07-19,38
2022-07-20,41
2022-07-21,45
2022-07-22,37
2022-07-23,30
2022-07-24,28
2022-07-25,31
2022-07-26,34
2022-07-27,34
2022-07-28,34
2022-07-29,32
2022-07-30,30
2022-07-31,28
