date,value
2024-05-01,100
2024-05-02,79
2024-05-03,75
2024-05-04,65
2024-05-05,62
2024-05-06,69
2024-05-07,63
2024-05-08,62
2024-05-09,59
2024-05-10,65
2024-05-11,55
2024-05-12,54
2024-05-13,61
2024-05-14,59
2024-05-15,67
2024-05-16,67
2024-05-17,66
2024-05-18,58
2024-05-19,55
2024-05-20,68
2024-05-21,84
2024-05-22,71
2024-05-23,69
2024-05-24,63
2024-05-25,55
2024-05-26,56
2024-05-27,59
2024-05-28,61
2024-05-29,59
2024-05-30,56
2024-05-31,54
2024-06-01,46
2024-06-02,48
2024-06-03,57
2024-06-04,60
2024-06-05,69
2024-06-06,63
2024-06-07,64
2024-06-08,59
2024-06-09,51
2024-06-10,57
2024-06-11,65
2024-06-12,61
2024-06-13,57
2024-06-14,59
2024-06-15,50
2024-06-16,49
2024-06-17,57
2024-06-18,62
2024-06-19,55
2024-06-20,55
2024-06-21,54
2024-06-22,46
2024-06-23,45
2024-06-24,73
2024-06-25,64
2024-06-26,54
2024-06-27,53
2024-06-28,53
2024-06-29,44
2024-06-30,46
2024-07-01,56
2024-07-02,49
2024-07-03,56
2024-07-04,71
2024-07-05,85
2024-07-06,61
2024-07-07,57
2024-07-08,70
2024-07-09,60
2024-07-10,59
2024-07-11,65
2024-07-12,62
2024-07-13,50
2024-07-14,66
2024-07-15,69
2024-07-16,76
2024-07-17,65
2024-07-18,65
2024-07-19,70
2024-07-20,60
2024-07-21,64
2024-07-22,69
2024-07-23,70
2024-07-24,65
2024-07-25,65
2024-07-26,67
2024-07-27,75
2024-07-28,68
2024-07-29,79
2024-07-30,57
2024-07-31,58
