date,value
2025-11-01,34
2025-11-02,31
2025-11-03,40
2025-11-04,56
2025-11-05,50
2025-11-06,43
2025-11-07,44
2025-11-08,35
2025-11-09,34
2025-11-10,38
2025-11-11,39
2025-11-12,39
2025-11-13,42
2025-11-14,58
2025-11-15,44
2025-11-16,45
2025-11-17,56
2025-11-18,72
2025-11-19,68
2025-11-20,69
2025-11-21,100
2025-11-22,68
2025-11-23,61
2025-11-24,58
2025-11-25,57
2025-11-26,54
2025-11-27,52
2025-11-28,49
2025-11-29,42
2025-11-30,40
2025-12-01,74
2025-12-02,65
2025-12-03,56
2025-12-04,50
2025-12-05,41
2025-12-06,35
2025-12-07,38
2025-12-08,43
2025-12-09,43
2025-12-10,38
2025-12-11,40
2025-12-12,38
2025-12-13,32
2025-12-14,32
2025-12-15,41
2025-12-16,41
2025-12-17,40
2025-12-18,44
2025-12-19,37
2025-12-20,31
2025-12-21,30
2025-12-22,34
2025-12-23,32
2025-12-24,31
2025-12-25,30
2025-12-26,34
2025-12-27,28
2025-12-28,30
2025-12-29,33
2025-12-30,30
2025-12-31,28
2026-01-01,29
2026-01-02,32
2026-01-03,30
2026-01-04,31
2026-01-05,38
2026-01-06,33
2026-01-07,32
2026-01-08,32
2026-01-09,29
2026-01-10,25
2026-01-11,26
2026-01-12,30
2026-01-13,32
2026-01-14,35
2026-01-15,34
2026-01-16,32
2026-01-17,28
2026-01-18,29
2026-01-19,33
2026-01-20,36
2026-01-21,34
2026-01-22,32
2026-01-23,30
2026-01-24,25
2026-01-25,31
2026-01-26,35
2026-01-27,33
2026-01-28,31
2026-01-29,42
2026-01-30,48
2026-01-31,55
