date,value
2024-05-01,100
2024-05-02,70
2024-05-03,62
2024-05-04,53
2024-05-05,46
2024-05-06,53
2024-05-07,45
2024-05-08,43
2024-05-09,65
2024-05-10,78
2024-05-11,40
2024-05-12,40
2024-05-13,49
2024-05-14,41
2024-05-15,50
2024-05-16,46
2024-05-17,41
2024-05-18,37
2024-05-19,41
2024-05-20,44
2024-05-21,84
2024-05-22,60
2024-05-23,55
2024-05-24,50
2024-05-25,34
2024-05-26,37
2024-05-27,41
2024-05-28,45
2024-05-29,45
2024-05-30,42
2024-05-31,35
2024-06-01,29
2024-06-02,34
2024-06-03,45
2024-06-04,40
2024-06-05,40
2024-06-06,39
2024-06-07,46
2024-06-08,36
2024-06-09,33
2024-06-10,39
2024-06-11,48
2024-06-12,45
2024-06-13,41
2024-06-14,43
2024-06-15,38
2024-06-16,41
2024-06-17,67
2024-06-18,95
2024-06-19,46
2024-06-20,46
2024-06-21,41
2024-06-22,36
2024-06-23,33
2024-06-24,62
2024-06-25,48
2024-06-26,40
2024-06-27,47
2024-06-28,45
2024-06-29,37
2024-06-30,43
2024-07-01,37
2024-07-02,35
2024-07-03,45
2024-07-04,69
2024-07-05,93
2024-07-06,50
2024-07-07,45
2024-07-08,61
2024-07-09,48
2024-07-10,52
2024-07-11,51
2024-07-12,37
2024-07-13,36
2024-07-14,50
2024-07-15,65
2024-07-16,60
2024-07-17,53
2024-07-18,51
2024-07-19,47
2024-07-20,54
2024-07-21,48
2024-07-22,55
2024-07-23,48
2024-07-24,50
2024-07-25,54
2024-07-26,49
2024-07-27,57
2024-07-28,59
2024-07-29,68
2024-07-30,49
2024-07-31,43
