date,value
2022-08-01,94
2022-08-02,89
2022-08-03,90
2022-08-04,88
2022-08-05,84
2022-08-06,73
2022-08-07,69
2022-08-08,90
2022-08-09,84
2022-08-10,84
2022-08-11,90
2022-08-12,83
2022-08-13,75
2022-08-14,80
2022-08-15,82
2022-08-16,79
2022-08-17,80
2022-08-18,74
2022-08-19,100
2022-08-20,84
2022-08-21,77
2022-08-22,84
2022-08-23,78
2022-08-24,74
2022-08-25,72
2022-08-26,80
2022-08-27,80
2022-08-28,76
2022-08-29,90
2022-08-30,86
2022-08-31,83
2022-09-01,81
2022-09-02,75
2022-09-03,66
2022-09-04,67
2022-09-05,73
2022-09-06,79
2022-09-07,90
2022-09-08,77
2022-09-09,86
2022-09-10,74
2022-09-11,69
2022-09-12,78
2022-09-13,84
2022-09-14,81
2022-09-15,80
2022-09-16,81
2022-09-17,69
2022-09-18,66
2022-09-19,96
2022-09-20,88
2022-09-21,87
2022-09-22,86
2022-09-23,83
2022-09-24,72
2022-09-25,68
2022-09-26,78
2022-09-27,81
2022-09-28,77
2022-09-29,74
2022-09-30,74
2022-10-01,66
2022-10-02,61
2022-10-03,71
2022-10-04,69
2022-10-05,70
2022-10-06,67
2022-10-07,68
2022-10-08,58
2022-10-09,60
2022-10-10,67
2022-10-11,66
2022-10-12,63
2022-10-13,73
2022-10-14,71
2022-10-15,57
2022-10-16,55
2022-10-17,65
2022-10-18,65
2022-10-19,60
2022-10-20,63
2022-10-21,61
2022-10-22,53
2022-10-23,53
2022-10-24,61
2022-10-25,69
2022-10-26,73
2022-10-27,69
2022-10-28,65
2022-10-29,61
2022-10-30,59
2022-10-31,68
