date,value
2024-02-01,25
2024-02-02,26
2024-02-03,25
2024-02-04,22
2024-02-05,25
2024-02-06,25
2024-02-07,25
2024-02-08,30
2024-02-09,37
2024-02-10,30
2024-02-11,31
2024-02-12,41
2024-02-13,45
2024-02-14,47
2024-02-15,46
2024-02-16,39
2024-02-17,34
2024-02-18,32
2024-02-19,34
2024-02-20,34
2024-02-21,33
2024-02-22,32
2024-02-23,30
2024-02-24,27
2024-02-25,28
2024-02-26,38
2024-02-27,60
2024-02-28,96
2024-02-29,87
2024-03-01,61
2024-03-02,50
2024-03-03,47
2024-03-04,87
2024-03-05,100
2024-03-06,77
2024-03-07,61
2024-03-08,62
2024-03-09,55
2024-03-10,53
2024-03-11,83
2024-03-12,74
2024-03-13,70
2024-03-14,62
2024-03-15,68
2024-03-16,51
2024-03-17,49
2024-03-18,52
2024-03-19,64
2024-03-20,62
2024-03-21,54
2024-03-22,47
2024-03-23,40
2024-03-24,41
2024-03-25,51
2024-03-26,50
2024-03-27,46
2024-03-28,46
2024-03-29,45
2024-03-30,38
2024-03-31,37
2024-04-01,43
2024-04-02,52
2024-04-03,43
2024-04-04,43
2024-04-05,40
2024-04-06,34
2024-04-07,37
2024-04-08,47
2024-04-09,40
2024-04-10,41
2024-04-11,42
2024-04-12,45
2024-04-13,49
2024-04-14,57
2024-04-15,53
2024-04-16,50
2024-04-17,50
2024-04-18,56
2024-04-19,79
2024-04-20,72
2024-04-21,43
2024-04-22,44
2024-04-23,38
2024-04-24,37
2024-04-25,36
2024-04-26,32
2024-04-27,30
2024-04-28,30
2024-04-29,32
2024-04-30,38
