date,value
2024-08-01,27
2024-08-02,27
2024-08-03,29
2024-08-04,35
2024-08-05,100
2024-08-06,43
2024-08-07,32
2024-08-08,31
2024-08-09,27
2024-08-10,26
2024-08-11,30
2024-08-12,32
2024-08-13,26
2024-08-14,24
2024-08-15,28
2024-08-16,29
2024-08-17,21
2024-08-18,22
2024-08-19,28
2024-08-20,27
2024-08-21,23
2024-08-22,23
2024-08-23,22
2024-08-24,23
2024-08-25,24
2024-08-26,22
2024-08-27,28
2024-08-28,28
2024-08-29,24
2024-08-30,26
2024-08-31,19
2024-09-01,22
2024-09-02,21
2024-09-03,27
2024-09-04,27
2024-09-05,26
2024-09-06,27
2024-09-07,26
2024-09-08,25
2024-09-09,25
2024-09-10,25
2024-09-11,25
2024-09-12,23
2024-09-13,24
2024-09-14,19
2024-09-15,19
2024-09-16,23
2024-09-17,26
2024-09-18,27
2024-09-19,33
2024-09-20,28
2024-09-21,22
2024-09-22,23
2024-09-23,26
2024-09-24,22
2024-09-25,23
2024-09-26,26
2024-09-27,27
2024-09-28,23
2024-09-29,23
2024-09-30,27
2024-10-01,31
2024-10-02,22
2024-10-03,23
2024-10-04,22
2024-10-05,19
2024-10-06,22
2024-10-07,22
2024-10-08,24
2024-10-09,21
2024-10-10,26
2024-10-11,23
2024-10-12,25
2024-10-13,21
2024-10-14,26
2024-10-15,28
2024-10-16,32
2024-10-17,27
2024-10-18,27
2024-10-19,21
2024-10-20,23
2024-10-21,31
2024-10-22,24
2024-10-23,25
2024-10-24,26
2024-10-25,28
2024-10-26,24
2024-10-27,22
2024-10-28,30
2024-10-29,60
2024-10-30,46
2024-10-31,38
