date,value
2023-05-01,79
2023-05-02,73
2023-05-03,75
2023-05-04,76
2023-05-05,76
2023-05-06,86
2023-05-07,74
2023-05-08,94
2023-05-09,95
2023-05-10,91
2023-05-11,82
2023-05-12,85
2023-05-13,73
2023-05-14,65
2023-05-15,60
2023-05-16,66
2023-05-17,63
2023-05-18,58
2023-05-19,54
2023-05-20,45
2023-05-21,54
2023-05-22,51
2023-05-23,50
2023-05-24,55
2023-05-25,50
2023-05-26,51
2023-05-27,43
2023-05-28,51
2023-05-29,48
2023-05-30,61
2023-05-31,53
2023-06-01,45
2023-06-02,48
2023-06-03,42
2023-06-04,41
2023-06-05,63
2023-06-06,71
2023-06-07,59
2023-06-08,46
2023-06-09,42
2023-06-10,100
2023-06-11,67
2023-06-12,52
2023-06-13,54
2023-06-14,57
2023-06-15,65
2023-06-16,55
2023-06-17,52
2023-06-18,44
2023-06-19,42
2023-06-20,62
2023-06-21,80
2023-06-22,81
2023-06-23,79
2023-06-24,84
2023-06-25,69
2023-06-26,67
2023-06-27,61
2023-06-28,58
2023-06-29,57
2023-06-30,81
2023-07-01,56
2023-07-02,54
2023-07-03,59
2023-07-04,57
2023-07-05,53
2023-07-06,60
2023-07-07,52
2023-07-08,47
2023-07-09,41
2023-07-10,43
2023-07-11,51
2023-07-12,51
2023-07-13,73
2023-07-14,74
2023-07-15,57
2023-07-16,57
2023-07-17,52
2023-07-18,58
2023-07-19,58
2023-07-20,55
2023-07-21,44
2023-07-22,41
2023-07-23,51
2023-07-24,61
2023-07-25,55
2023-07-26,57
2023-07-27,48
2023-07-28,41
2023-07-29,39
2023-07-30,48
2023-07-31,45
