date,value
2023-02-01,64
2023-02-02,74
2023-02-03,64
2023-02-04,58
2023-02-05,57
2023-02-06,59
2023-02-07,58
2023-02-08,58
2023-02-09,60
2023-02-10,58
2023-02-11,51
2023-02-12,49
2023-02-13,56
2023-02-14,58
2023-02-15,62
2023-02-16,75
2023-02-17,64
2023-02-18,58
2023-02-19,58
2023-02-20,59
2023-02-21,62
2023-02-22,60
2023-02-23,56
2023-02-24,56
2023-02-25,53
2023-02-26,53
2023-02-27,55
2023-02-28,53
2023-03-01,52
2023-03-02,53
2023-03-03,61
2023-03-04,53
2023-03-05,48
2023-03-06,51
2023-03-07,51
2023-03-08,52
2023-03-09,59
2023-03-10,78
2023-03-11,63
2023-03-12,61
2023-03-13,91
2023-03-14,96
2023-03-15,81
2023-03-16,73
2023-03-17,83
2023-03-18,80
2023-03-19,82
2023-03-20,100
2023-03-21,82
2023-03-22,86
2023-03-23,83
2023-03-24,80
2023-03-25,65
2023-03-26,67
2023-03-27,74
2023-03-28,75
2023-03-29,73
2023-03-30,72
2023-03-31,68
2023-04-01,61
2023-04-02,59
2023-04-03,65
2023-04-04,67
2023-04-05,65
2023-04-06,61
2023-04-07,61
2023-04-08,57
2023-04-09,53
2023-04-10,66
2023-04-11,94
2023-04-12,78
2023-04-13,76
2023-04-14,77
2023-04-15,68
2023-04-16,64
2023-04-17,68
2023-04-18,69
2023-04-19,68
2023-04-20,67
2023-04-21,67
2023-04-22,61
2023-04-23,58
2023-04-24,66
2023-04-25,65
2023-04-26,73
2023-04-27,64
2023-04-28,64
2023-04-29,55
2023-04-30,54
