date,value
2022-08-01,71
2022-08-02,71
2022-08-03,65
2022-08-04,66
2022-08-05,63
2022-08-06,58
2022-08-07,57
2022-08-08,66
2022-08-09,66
2022-08-10,61
2022-08-11,69
2022-08-12,61
2022-08-13,58
2022-08-14,55
2022-08-15,72
2022-08-16,62
2022-08-17,61
2022-08-18,56
2022-08-19,100
2022-08-20,78
2022-08-21,67
2022-08-22,74
2022-08-23,69
2022-08-24,64
2022-08-25,59
2022-08-26,69
2022-08-27,67
2022-08-28,60
2022-08-29,79
2022-08-30,66
2022-08-31,59
2022-09-01,56
2022-09-02,53
2022-09-03,45
2022-09-04,51
2022-09-05,49
2022-09-06,67
2022-09-07,71
2022-09-08,60
2022-09-09,78
2022-09-10,64
2022-09-11,60
2022-09-12,79
2022-09-13,83
2022-09-14,71
2022-09-15,70
2022-09-16,62
2022-09-17,50
2022-09-18,73
2022-09-19,84
2022-09-20,62
2022-09-21,72
2022-09-22,67
2022-09-23,71
2022-09-24,53
2022-09-25,67
2022-09-26,71
2022-09-27,69
2022-09-28,72
2022-09-29,62
2022-09-30,60
2022-10-01,49
2022-10-02,51
2022-10-03,61
2022-10-04,65
2022-10-05,55
2022-10-06,47
2022-10-07,60
2022-10-08,44
2022-10-09,49
2022-10-10,57
2022-10-11,59
2022-10-12,52
2022-10-13,75
2022-10-14,57
2022-10-15,51
2022-10-16,47
2022-10-17,58
2022-10-18,57
2022-10-19,52
2022-10-20,40
2022-10-21,48
2022-10-22,48
2022-10-23,49
2022-10-24,52
2022-10-25,53
2022-10-26,60
2022-10-27,58
2022-10-28,48
2022-10-29,56
2022-10-30,50
2022-10-31,49
