date,value
2026-05-01,55
2026-05-02,51
2026-05-03,49
2026-05-04,56
2026-05-05,60
2026-05-06,71
2026-05-07,64
2026-05-08,70
2026-05-09,57
2026-05-10,56
2026-05-11,59
2026-05-12,57
2026-05-13,55
2026-05-14,58
2026-05-15,55
2026-05-16,51
2026-05-17,51
2026-05-18,56
2026-05-19,55
2026-05-20,48
2026-05-21,48
2026-05-22,53
2026-05-23,56
2026-05-24,49
2026-05-25,48
2026-05-26,50
2026-05-27,53
2026-05-28,60
2026-05-29,56
2026-05-30,46
2026-05-31,51
2026-06-01,59
2026-06-02,83
2026-06-03,78
2026-06-04,87
2026-06-05,100
2026-06-06,84
2026-06-07,75
2026-06-08,72
2026-06-09,67
2026-06-10,65
2026-06-11,66
2026-06-12,61
2026-06-13,55
2026-06-14,59
2026-06-15,67
2026-06-16,63
2026-06-17,59
2026-06-18,61
2026-06-19,57
2026-06-20,53
2026-06-21,53
2026-06-22,60
2026-06-23,65
2026-06-24,71
2026-06-25,71
2026-06-26,66
2026-06-27,56
2026-06-28,60
2026-06-29,61
2026-06-30,63
