date,value
2023-02-01,73
2023-02-02,77
2023-02-03,69
2023-02-04,66
2023-02-05,76
2023-02-06,74
2023-02-07,70
2023-02-08,61
2023-02-09,73
2023-02-10,67
2023-02-11,62
2023-02-12,64
2023-02-13,57
2023-02-14,61
2023-02-15,73
2023-02-16,99
2023-02-17,70
2023-02-18,71
2023-02-19,72
2023-02-20,67
2023-02-21,76
2023-02-22,71
2023-02-23,66
2023-02-24,67
2023-02-25,62
2023-02-26,53
2023-02-27,60
2023-02-28,62
2023-03-01,56
2023-03-02,61
2023-03-03,88
2023-03-04,67
2023-03-05,49
2023-03-06,54
2023-03-07,58
2023-03-08,51
2023-03-09,60
2023-03-10,77
2023-03-11,70
2023-03-12,72
2023-03-13,88
2023-03-14,100
2023-03-15,77
2023-03-16,74
2023-03-17,89
2023-03-18,91
2023-03-19,90
2023-03-20,87
2023-03-21,87
2023-03-22,80
2023-03-23,79
2023-03-24,75
2023-03-25,61
2023-03-26,64
2023-03-27,73
2023-03-28,67
2023-03-29,78
2023-03-30,68
2023-03-31,62
2023-04-01,60
2023-04-02,65
2023-04-03,68
2023-04-04,66
2023-04-05,64
2023-04-06,58
2023-04-07,57
2023-04-08,47
2023-04-09,56
2023-04-10,66
2023-04-11,86
2023-04-12,75
2023-04-13,65
2023-04-14,72
2023-04-15,52
2023-04-16,59
2023-04-17,56
2023-04-18,58
2023-04-19,76
2023-04-20,65
2023-04-21,69
2023-04-22,53
2023-04-23,55
2023-04-24,59
2023-04-25,62
2023-04-26,74
2023-04-27,59
2023-04-28,57
2023-04-29,62
2023-04-30,51
