date,value
2022-11-01,34
2022-11-02,37
2022-11-03,35
2022-11-04,38
2022-11-05,34
2022-11-06,32
2022-11-07,38
2022-11-08,54
2022-11-09,94
2022-11-10,100
2022-11-11,83
2022-11-12,79
2022-11-13,71
2022-11-14,82
2022-11-15,67
2022-11-16,64
2022-11-17,60
2022-11-18,57
2022-11-19,48
2022-11-20,46
2022-11-21,59
2022-11-22,58
2022-11-23,50
2022-11-24,44
2022-11-25,43
2022-11-26,38
2022-11-27,41
2022-11-28,45
2022-11-29,45
2022-11-30,45
2022-12-01,44
2022-12-02,40
2022-12-03,36
2022-12-04,34
2022-12-05,40
2022-12-06,40
2022-12-07,39
2022-12-08,42
2022-12-09,37
2022-12-10,31
2022-12-11,36
2022-12-12,38
2022-12-13,46
2022-12-14,43
2022-12-15,42
2022-12-16,43
2022-12-17,38
2022-12-18,34
2022-12-19,39
2022-12-20,40
2022-12-21,41
2022-12-22,41
2022-12-23,39
2022-12-24,34
2022-12-25,35
2022-12-26,36
2022-12-27,37
2022-12-28,38
2022-12-29,36
2022-12-30,38
2022-12-31,34
2023-01-01,36
2023-01-02,38
2023-01-03,38
2023-01-04,39
2023-01-05,36
2023-01-06,38
2023-01-07,32
2023-01-08,32
2023-01-09,38
2023-01-10,37
2023-01-11,38
2023-01-12,46
2023-01-13,47
2023-01-14,59
2023-01-15,47
2023-01-16,53
2023-01-17,51
2023-01-18,47
2023-01-19,44
2023-01-20,48
2023-01-21,55
2023-01-22,50
2023-01-23,49
2023-01-24,47
2023-01-25,45
2023-01-26,46
2023-01-27,43
2023-01-28,38
2023-01-29,42
2023-01-30,45
2023-01-31,44
