date,value
2025-11-01,29
2025-11-02,30
2025-11-03,53
2025-11-04,66
2025-11-05,65
2025-11-06,44
2025-11-07,44
2025-11-08,31
2025-11-09,35
2025-11-10,33
2025-11-11,30
2025-11-12,34
2025-11-13,35
2025-11-14,63
2025-11-15,46
2025-11-16,52
2025-11-17,65
2025-11-18,83
2025-11-19,58
2025-11-20,59
2025-11-21,100
2025-11-22,61
2025-11-23,61
2025-11-24,57
2025-11-25,43
2025-11-26,41
2025-11-27,42
2025-11-28,37
2025-11-29,30
2025-11-30,34
2025-12-01,83
2025-12-02,58
2025-12-03,43
2025-12-04,37
2025-12-05,36
2025-12-06,29
2025-12-07,36
2025-12-08,32
2025-12-09,35
2025-12-10,31
2025-12-11,34
2025-12-12,31
2025-12-13,22
2025-12-14,30
2025-12-15,41
2025-12-16,44
2025-12-17,44
2025-12-18,39
2025-12-19,39
2025-12-20,31
2025-12-21,33
2025-12-22,31
2025-12-23,34
2025-12-24,32
2025-12-25,29
2025-12-26,34
2025-12-27,30
2025-12-28,27
2025-12-29,36
2025-12-30,28
2025-12-31,29
2026-01-01,27
2026-01-02,30
2026-01-03,33
2026-01-04,34
2026-01-05,37
2026-01-06,37
2026-01-07,31
2026-01-08,31
2026-01-09,28
2026-01-10,28
2026-01-11,25
2026-01-12,30
2026-01-13,28
2026-01-14,38
2026-01-15,34
2026-01-16,31
2026-01-17,21
2026-01-18,25
2026-01-19,35
2026-01-20,38
2026-01-21,33
2026-01-22,32
2026-01-23,29
2026-01-24,24
2026-01-25,32
2026-01-26,36
2026-01-27,29
2026-01-28,29
2026-01-29,39
2026-01-30,53
2026-01-31,59
