date,value
2025-05-01,51
2025-05-02,46
2025-05-03,39
2025-05-04,39
2025-05-05,44
2025-05-06,42
2025-05-07,43
2025-05-08,69
2025-05-09,68
2025-05-10,52
2025-05-11,50
2025-05-12,64
2025-05-13,58
2025-05-14,52
2025-05-15,46
2025-05-16,51
2025-05-17,40
2025-05-18,47
2025-05-19,54
2025-05-20,53
2025-05-21,73
2025-05-22,96
2025-05-23,70
2025-05-24,50
2025-05-25,50
2025-05-26,53
2025-05-27,59
2025-05-28,61
2025-05-29,60
2025-05-30,52
2025-05-31,43
2025-06-01,43
2025-06-02,47
2025-06-03,47
2025-06-04,45
2025-06-05,50
2025-06-06,53
2025-06-07,44
2025-06-08,42
2025-06-09,53
2025-06-10,56
2025-06-11,50
2025-06-12,50
2025-06-13,54
2025-06-14,40
2025-06-15,44
2025-06-16,48
2025-06-17,47
2025-06-18,48
2025-06-19,40
2025-06-20,44
2025-06-21,39
2025-06-22,60
2025-06-23,57
2025-06-24,49
2025-06-25,47
2025-06-26,43
2025-06-27,46
2025-06-28,37
2025-06-29,39
2025-06-30,43
2025-07-01,41
2025-07-02,45
2025-07-03,50
2025-07-04,45
2025-07-05,40
2025-07-06,43
2025-07-07,45
2025-07-08,42
2025-07-09,49
2025-07-10,74
2025-07-11,95
2025-07-12,61
2025-07-13,68
2025-07-14,100
2025-07-15,73
2025-07-16,71
2025-07-17,70
2025-07-18,74
2025-07-19,63
2025-07-20,62
2025-07-21,69
2025-07-22,62
2025-07-23,60
2025-07-24,56
2025-07-25,60
2025-07-26,48
2025-07-27,48
2025-07-28,56
2025-07-29,58
2025-07-30,62
2025-07-31,60
