Date,KOSPI_Volatility,volume_btc,bitcoin_kr
2023-01-04,18.17,4767.76691064,33.0
2023-01-05,17.85,5781.21813625,32.0
2023-01-06,17.74,5502.41435879,32.0
2023-01-09,18.48,6021.68581952,34.0
2023-01-10,18.22,5389.64431435,31.0
2023-01-11,17.98,5362.348061459999,29.0
2023-01-12,18.34,11074.24539975,38.0
2023-01-13,17.19,10080.60448853,39.0
2023-01-16,16.88,9358.70910995,43.0
2023-01-17,16.85,7558.14947009,39.0
2023-01-18,16.8,11558.942691139999,42.0
2023-01-19,16.89,7177.13960113,34.0
2023-01-20,16.81,8474.55801469,41.0
2023-01-25,16.84,10140.69264903,40.0
2023-01-26,16.53,8178.810464120001,44.0
2023-01-27,16.86,6979.1566949299995,40.0
2023-01-30,17.38,9944.81577485,43.0
2023-01-31,17.75,7367.38302776,39.0
2023-02-01,17.54,7937.12572276,72.0
2023-02-02,17.08,9816.83195387,77.0
2023-02-03,17.01,7774.8109954500005,68.0
2023-02-06,17.55,14789.28399433,74.0
2023-02-07,17.31,19054.29919176,70.0
2023-02-08,17.5,12441.44537973,60.0
2023-02-09,17.95,15486.82586349,72.0
2023-02-10,17.53,9221.30609229,68.0
2023-02-13,18.23,7894.6120392600005,60.0
2023-02-14,18.52,10791.56248154,64.0
2023-02-15,18.18,16271.93854467,74.0
2023-02-16,17.84,16831.78636816,100.0
2023-02-17,18.23,12292.71169281,69.0
2023-02-20,18.64,10287.51181193,68.0
2023-02-21,18.89,11455.82495632,76.0
2023-02-22,19.56,10462.25426385,72.0
2023-02-23,18.99,9050.77242485,68.0
2023-02-24,18.81,8185.28186106,69.0
2023-02-27,19.38,5924.1624899,60.0
2023-02-28,18.53,4719.83104836,61.0
2023-03-02,18.31,5620.47413657,59.0
2023-03-03,17.69,9365.03641484,87.0
2023-03-06,17.18,3424.65152279,55.0
2023-03-07,16.95,9686.05431574,59.0
2023-03-08,17.21,7536.55186793,51.0
2023-03-09,16.53,11744.38383004,60.0
2023-03-10,17.56,15237.925809790002,78.0
2023-03-13,18.2,19486.26690182,90.0
2023-03-14,21.11,24455.48040324,100.0
2023-03-15,18.75,16582.257195500002,78.0
2023-03-16,19.97,10891.09721637,73.0
2023-03-17,18.26,20059.54624386,87.0
2023-03-20,20.62,15113.61494826,88.0
2023-03-21,19.51,12442.67181563,85.0
2023-03-22,18.29,13327.467939269998,81.0
2023-03-23,17.97,10997.55241768,80.0
2023-03-24,17.59,8986.93196606,75.0
2023-03-27,17.97,8765.67484617,75.0
2023-03-28,16.81,7659.656003849999,70.0
2023-03-29,16.15,9139.41361184,78.0
2023-03-30,15.7,9485.960105260001,69.0
2023-03-31,15.57,8458.87273687,64.0
2023-04-03,15.88,7309.57130903,69.0
2023-04-04,15.22,5430.68432374,66.0
2023-04-05,15.36,6571.7232023199995,62.0
2023-04-06,15.87,4906.19465649,61.0
2023-04-07,15.35,3306.7965527999995,57.0
2023-04-10,15.72,7985.012706269999,61.0
2023-04-11,15.62,10318.2392563,88.0
2023-04-12,15.82,12862.86739252,74.0
2023-04-13,15.52,7456.74400169,63.0
2023-04-14,15.42,7651.60092611,72.0
2023-04-17,15.49,7208.2414321999995,56.0
2023-04-18,15.17,6521.33827469,58.0
2023-04-19,14.86,8163.1907478699995,75.0
2023-04-20,14.63,7389.66347513,66.0
2023-04-21,14.62,8190.82949613,68.0
2023-04-24,14.86,5222.60779286,61.0
2023-04-25,15.02,5635.60973454,63.0
2023-04-26,15.09,12264.81721188,77.0
2023-04-27,14.86,9321.01566825,62.0
2023-04-28,14.51,5160.29228989,59.0
2023-05-02,14.21,6445.29501402,73.0
2023-05-03,15.09,6522.0157898,74.0
2023-05-04,15.27,5709.85879342,78.0
2023-05-08,14.87,6979.290178740001,90.0
2023-05-09,14.39,5427.51552646,93.0
2023-05-10,14.77,5804.33349974,93.0
2023-05-11,14.31,5243.429904279999,83.0
2023-05-12,13.93,7263.855852459999,83.0
2023-05-15,13.81,3529.50705497,60.0
2023-05-16,13.59,2960.1003769000004,65.0
2023-05-17,13.52,4256.37102371,60.0
2023-05-18,13.54,4285.86887121,57.0
2023-05-19,14.13,3498.65763544,57.0
2023-05-22,14.74,3375.93754836,52.0
2023-05-23,14.56,3234.0154233599997,50.0
2023-05-24,14.87,5660.05026478,55.0
2023-05-25,15.07,4591.18354995,50.0
2023-05-26,14.96,3112.48872154,52.0
2023-05-30,14.79,4157.49303726,61.0
2023-05-31,14.8,4846.69018208,56.0
2023-06-01,14.35,4254.24527529,45.0
2023-06-02,13.96,4070.1586465399996,49.0
2023-06-05,14.08,7740.920843270001,63.0
2023-06-07,13.71,5866.286295559999,59.0
2023-06-08,13.44,3199.8672730599997,49.0
2023-06-09,13.16,3291.044684,42.0
2023-06-12,13.45,3489.80424875,51.0
2023-06-13,13.76,5046.13829465,55.0
2023-06-14,13.55,5132.040511720001,58.0
2023-06-15,13.25,5505.91400253,65.0
2023-06-16,13.13,4766.65748893,57.0
2023-06-19,13.35,3293.27319007,46.0
2023-06-20,13.02,6741.8176963099995,62.0
2023-06-21,13.36,13186.57952443,79.0
2023-06-22,13.24,8688.55076146,84.0
2023-06-23,13.04,8939.12477941,76.0
2023-06-26,13.46,5998.213686020001,67.0
2023-06-27,13.18,5090.82885017,59.0
2023-06-28,13.1,3911.96868705,58.0
2023-06-29,12.93,4634.63103275,59.0
2023-06-30,12.59,10064.90735907,80.0
2023-07-03,12.73,4019.90688986,61.0
2023-07-04,12.27,4393.96238782,55.0
2023-07-05,12.37,4905.47896216,54.0
2023-07-06,12.98,7624.73493734,60.0
2023-07-07,14.58,4131.67450318,52.0
2023-07-10,14.63,3768.26042126,48.0
2023-07-11,13.82,3764.2962181,52.0
2023-07-12,13.76,4179.91689169,51.0
2023-07-13,13.25,9157.02595522,73.0
2023-07-14,13.19,8811.84366362,75.0
2023-07-17,13.21,3635.3310334000003,51.0
2023-07-18,13.07,4115.05058135,55.0
2023-07-19,12.91,3917.8019034399995,55.0
2023-07-20,13.22,4934.92429325,54.0
2023-07-21,13.35,3342.4855917799996,43.0
2023-07-24,14.12,5794.09829996,59.0
2023-07-25,14.08,3579.4241181,52.0
2023-07-26,14.53,3414.45283281,56.0
2023-07-27,13.9,4485.577510409999,49.0
2023-07-28,14.15,4084.55956253,42.0
2023-07-31,14.21,3352.30121967,45.0
2023-08-01,14.06,4185.55404497,37.0
2023-08-02,15.36,4960.340212749999,34.0
2023-08-03,15.88,3214.3710760100003,30.0
2023-08-04,15.55,3206.6702805,29.0
2023-08-07,15.71,8303.28702313,38.0
2023-08-08,15.4,5375.47839327,35.0
2023-08-09,14.15,4632.10515611,32.0
2023-08-10,14.0,3699.03042903,29.0
2023-08-11,13.44,2592.18369548,35.0
2023-08-14,14.14,3048.37732762,31.0
2023-08-16,15.15,5845.87592709,39.0
2023-08-17,15.57,11038.44882037,47.0
2023-08-18,16.03,13140.13668304,59.0
2023-08-21,16.03,3299.97004612,33.0
2023-08-22,15.33,3545.0225737399996,42.0
2023-08-23,14.97,3613.72767162,33.0
2023-08-24,13.94,3295.97320045,32.0
2023-08-25,14.86,3473.20782352,33.0
2023-08-28,14.18,2714.90880558,32.0
2023-08-29,13.49,8490.815792329999,44.0
2023-08-30,13.05,6735.98575528,37.0
2023-08-31,12.78,6532.60788555,39.0
2023-09-01,12.53,7604.97476544,35.0
2023-09-04,12.49,4073.22413009,32.0
2023-09-05,12.42,4116.72362667,28.0
2023-09-06,12.46,2820.10423997,28.0
2023-09-07,12.69,2711.5928177,28.0
2023-09-08,12.4,3746.11769994,32.0
2023-09-11,12.42,5221.35679343,33.0
2023-09-12,12.4,6074.34448892,33.0
2023-09-13,12.64,4626.42592166,30.0
2023-09-14,12.02,5195.78523271,31.0
2023-09-15,11.73,4241.32573778,30.0
2023-09-18,12.85,4767.41145908,36.0
2023-09-19,12.95,4010.01938919,33.0
2023-09-20,13.03,3927.90541821,31.0
2023-09-21,13.96,4964.71629746,29.0
2023-09-22,14.18,2883.22895987,27.0
2023-09-25,14.1,4020.55400128,33.0
2023-09-26,14.74,2987.31078005,29.0
2023-09-27,15.08,4341.36743264,28.0
2023-10-04,18.09,3355.93483689,33.0
2023-10-05,17.34,3213.9765194,26.0
2023-10-06,17.39,3529.34348423,33.0
2023-10-10,17.56,3521.9107658000003,27.0
2023-10-11,16.74,5275.5450499300005,32.0
2023-10-12,15.7,4037.53510734,26.0
2023-10-13,15.95,4191.2380935599995,26.0
2023-10-16,17.07,14175.21023056,51.0
2023-10-17,16.18,7857.368625,38.0
2023-10-18,16.0,6833.14804995,38.0
2023-10-19,18.23,8266.80480447,32.0
2023-10-20,19.53,12802.69749876,47.0
2023-10-23,19.65,15615.954868159999,65.0
2023-10-24,18.82,27093.82646423,100.0
2023-10-25,18.56,12875.9253346,66.0
2023-10-26,21.14,11586.348494689999,60.0
2023-10-27,20.02,6316.41725889,47.0
2023-10-30,20.03,7800.78846206,52.0
2023-10-31,19.89,8012.42367262,48.0
2023-11-01,18.79,10273.47707368,14.0
2023-11-02,17.49,10885.26030403,17.0
2023-11-03,16.7,9093.00605908,16.0
2023-11-06,18.65,6915.525770349999,17.0
2023-11-07,18.23,7526.02697899,15.0
2023-11-08,17.56,6269.25462095,15.0
2023-11-09,16.84,17013.777833940003,23.0
2023-11-10,17.13,12033.56513966,23.0
2023-11-13,17.68,7598.53192287,20.0
2023-11-14,17.35,10884.10504967,18.0
2023-11-15,17.24,11861.706266770001,18.0
2023-11-16,16.98,11299.64838137,17.0
2023-11-17,16.55,9145.61458838,17.0
2023-11-20,16.68,6957.74169291,14.0
2023-11-21,16.18,9562.71145511,16.0
2023-11-22,15.88,9555.58734024,18.0
2023-11-23,15.13,6665.121854340001,17.0
2023-11-24,15.04,7865.04317486,18.0
2023-11-27,15.2,6907.138233940001,16.0
2023-11-28,15.35,6909.93020588,15.0
2023-11-29,14.6,7573.26251246,13.0
2023-11-30,14.46,6316.400983539999,13.0
2023-12-01,14.5,6965.8959209,17.0
2023-12-04,14.61,16656.18273068,29.0
2023-12-05,14.84,14104.31709122,31.0
2023-12-06,14.56,14186.18819668,34.0
2023-12-07,16.85,11734.392133090001,28.0
2023-12-08,14.76,8603.56132928,23.0
2023-12-11,14.59,16326.87208541,32.0
2023-12-12,14.45,13027.86421471,24.0
2023-12-13,14.3,8977.47544953,22.0
2023-12-14,14.11,8672.036445720001,18.0
2023-12-15,13.98,6271.49406009,17.0
2023-12-18,14.27,13525.03336636,19.0
2023-12-19,13.85,8381.31096585,18.0
2023-12-20,14.78,9863.91367242,16.0
2023-12-21,14.93,8036.53584213,17.0
2023-12-22,14.97,8965.715942480001,17.0
2023-12-26,16.25,36527.56448627,18.0
2023-12-27,16.55,30658.26545915,20.0
2023-12-28,17.78,20446.797236860002,19.0
2024-01-02,18.61,48419.76260032,25.0
2024-01-03,18.28,65507.526807790004,49.0
2024-01-04,18.2,60448.170417509995,47.0
2024-01-05,17.8,79874.82159835,29.0
2024-01-08,17.77,127553.50500673,50.0
2024-01-09,17.42,42566.81645819,53.0
2024-01-10,16.79,37950.45020808,100.0
2024-01-11,17.14,40905.44690646,80.0
2024-01-12,16.77,25500.48719051,46.0
2024-01-15,16.84,12338.18183862,24.0
2024-01-16,17.18,11536.05824039,22.0
2024-01-17,19.31,10605.981846390001,21.0
2024-01-18,18.32,12094.239572819999,19.0
2024-01-19,17.64,16856.2672982,18.0
2024-01-22,18.01,13598.823141010002,22.0
2024-01-23,17.39,19178.58008636,26.0
2024-01-24,17.07,13025.119865050001,18.0
