Date,value,btc_volatility
2022-10-28,64.0,0.09199881948482073
2022-10-31,65.0,0.09117130553085655
2022-11-01,33.0,0.09120280930096558
2022-11-02,37.0,0.09015288536311696
2022-11-03,36.0,0.08652480679355748
2022-11-04,38.0,0.0789488814031021
2022-11-07,35.0,0.0897533322699039
2022-11-08,54.0,0.09084899477502198
2022-11-09,95.0,0.13905262148691921
2022-11-10,100.0,0.2086072439252669
2022-11-11,87.0,0.23193123448127634
2022-11-14,80.0,0.2356307013367552
2022-11-15,65.0,0.23614896732653137
2022-11-16,64.0,0.23652942693032436
2022-11-17,59.0,0.23641423723835345
2022-11-18,56.0,0.23615066352623348
2022-11-21,57.0,0.2372067828341452
2022-11-22,59.0,0.23925409659123317
2022-11-23,48.0,0.24008040928211347
2022-11-24,43.0,0.24110908737436207
2022-11-25,43.0,0.23799029138849173
2022-11-28,46.0,0.2341201326375717
2022-11-29,45.0,0.2342489544451979
2022-11-30,44.0,0.23447505299177396
2022-12-01,44.0,0.23847106663209777
2022-12-02,39.0,0.23875511602249963
2022-12-05,39.0,0.23451632192804903
2022-12-06,38.0,0.23459025794220512
2022-12-07,39.0,0.23402937927658288
2022-12-08,39.0,0.23397765585901958
2022-12-09,36.0,0.21025996306075603
2022-12-12,37.0,0.0920090342649447
2022-12-13,43.0,0.09135120453397173
2022-12-14,41.0,0.09269251101645529
2022-12-15,42.0,0.09115961194092291
2022-12-16,42.0,0.09305584163780002
2022-12-19,39.0,0.10185596373355345
2022-12-20,37.0,0.10351277907015531
2022-12-21,38.0,0.10401406257123608
2022-12-22,39.0,0.09934509591627892
2022-12-23,36.0,0.0955389792918051
2022-12-26,36.0,0.09212582008543216
2022-12-27,37.0,0.09221806090086379
2022-12-28,38.0,0.09309302943500392
2022-12-29,36.0,0.09268777577827947
2023-01-02,37.0,0.07980547121390687
2023-01-03,36.0,0.07903532403028427
2023-01-04,38.0,0.07793659602195209
2023-01-05,36.0,0.07818403382391971
2023-01-06,37.0,0.07788728646741973
2023-01-09,38.0,0.07356685283955831
2023-01-10,36.0,0.073728110317515
2023-01-11,37.0,0.07513025054790405
2023-01-12,46.0,0.07984375842157257
2023-01-13,47.0,0.0886672348369814
2023-01-16,52.0,0.10489599375930696
2023-01-17,50.0,0.10556190459003216
2023-01-18,46.0,0.10555976830592696
2023-01-19,45.0,0.10636270830165742
2023-01-20,46.0,0.10455087914565668
2023-01-25,45.0,0.1285470812337034
2023-01-26,45.0,0.1299738705788264
2023-01-27,41.0,0.12938105042227654
2023-01-30,44.0,0.13259901437248295
2023-01-31,45.0,0.13828346302778036
2023-02-01,66.0,0.13879007981293043
2023-02-02,75.0,0.14099941128402682
2023-02-03,65.0,0.1414550595137242
2023-02-06,61.0,0.14193277154208522
2023-02-07,55.0,0.1421344854075127
2023-02-08,57.0,0.14340787733976815
2023-02-09,59.0,0.1438729043773486
2023-02-10,59.0,0.15240277026597507
2023-02-13,57.0,0.130496190175055
2023-02-14,56.0,0.12054162663394505
2023-02-15,62.0,0.12201986130088793
2023-02-16,77.0,0.15182104481414926
2023-02-17,66.0,0.15540501114531857
2023-02-20,62.0,0.1410744301525864
2023-02-21,64.0,0.14276412609664196
2023-02-22,60.0,0.14365373939747253
2023-02-23,59.0,0.14376130806040277
2023-02-24,58.0,0.1435416521518071
2023-02-27,60.0,0.14657726879432242
2023-02-28,54.0,0.14659150251530015
2023-03-02,55.0,0.14037773763395
2023-03-03,63.0,0.13997423975285095
2023-03-06,53.0,0.14566524242438925
2023-03-07,50.0,0.14558865054390105
2023-03-08,56.0,0.14491802234892248
2023-03-09,61.0,0.14649593596945545
2023-03-10,77.0,0.15823266672534675
2023-03-13,92.0,0.16676135615764565
2023-03-14,100.0,0.18762061642991434
2023-03-15,83.0,0.188947208430854
2023-03-16,73.0,0.18961633489955612
2023-03-17,84.0,0.1906153369072442
2023-03-20,99.0,0.18785213582967092
2023-03-21,91.0,0.18805308675037608
2023-03-22,87.0,0.18804817345207123
2023-03-23,85.0,0.1894419432038839
2023-03-24,81.0,0.19232709550972546
2023-03-27,75.0,0.19231647946279767
2023-03-28,72.0,0.19482093054133842
2023-03-29,74.0,0.19418019904511286
2023-03-30,73.0,0.19801392035174095
2023-03-31,67.0,0.1977110789804259
2023-04-03,68.0,0.19112379697693016
2023-04-04,66.0,0.19161275792290805
2023-04-05,66.0,0.19202919190189494
2023-04-06,65.0,0.19202809499956683
2023-04-07,63.0,0.19185527099252578
2023-04-10,69.0,0.18003586625911505
2023-04-11,96.0,0.1844983368331613
2023-04-12,80.0,0.17084369805502567
2023-04-13,74.0,0.14769806516973702
2023-04-14,78.0,0.14692763207344792
2023-04-17,71.0,0.11041149556760524
2023-04-18,71.0,0.11275881558588145
2023-04-19,69.0,0.11045861576718424
2023-04-20,69.0,0.12210204121987253
2023-04-21,69.0,0.12299006431109472
2023-04-24,68.0,0.11639270777288947
2023-04-25,64.0,0.11642374736193678
2023-04-26,74.0,0.11839148594788758
2023-04-27,66.0,0.11431058492944918
2023-04-28,60.0,0.1198320478545941
2023-05-02,78.0,0.119116934064004
2023-05-03,80.0,0.12052299730105799
2023-05-04,77.0,0.12028730179898967
2023-05-08,87.0,0.12466971701570424
2023-05-09,80.0,0.1276119148814895
2023-05-10,82.0,0.1269086151045823
2023-05-11,81.0,0.11846189720654683
2023-05-12,81.0,0.1190877212509341
2023-05-15,70.0,0.11766036022411815
2023-05-16,68.0,0.1179422627136143
2023-05-17,68.0,0.11808168724258568
2023-05-18,72.0,0.11521972214974843
2023-05-19,68.0,0.11273340043522903
2023-05-22,69.0,0.09234351750996841
2023-05-23,73.0,0.09024014477316226
2023-05-24,68.0,0.09092586988942625
2023-05-25,69.0,0.09684957517738473
2023-05-26,68.0,0.0928460068433888
2023-05-30,69.0,0.09720690180327698
2023-05-31,70.0,0.0972156887123916
2023-06-01,70.0,0.08990607377602187
2023-06-02,69.0,0.08869408426892333
2023-06-05,81.0,0.08641402527596162
2023-06-07,74.0,0.11254467394962538
2023-06-08,71.0,0.11414742619838043
2023-06-09,67.0,0.11428318040658332
2023-06-12,73.0,0.11436410309062053
2023-06-13,71.0,0.11436769589996482
2023-06-14,72.0,0.11425034232396952
2023-06-15,81.0,0.11800601847422419
2023-06-16,75.0,0.1191876916770488
2023-06-19,65.0,0.12049036063561906
2023-06-20,76.0,0.12170699566764502
2023-06-21,100.0,0.13227880063259478
2023-06-22,97.0,0.14405635168938535
2023-06-23,95.0,0.14342437026103408
2023-06-26,83.0,0.1415797240927511
2023-06-27,81.0,0.14160554104190468
2023-06-28,81.0,0.13533352123737227
2023-06-29,80.0,0.136303774804953
2023-06-30,86.0,0.1368300403734575
2023-07-03,82.0,0.1339431593140107
2023-07-04,82.0,0.13488878683652675
2023-07-05,77.0,0.1354209995105115
2023-07-06,81.0,0.1253005993406987
2023-07-07,77.0,0.11350336454764588
2023-07-10,77.0,0.10936065599981305
2023-07-11,79.0,0.10686956463299073
2023-07-12,78.0,0.10704812767384751
2023-07-13,84.0,0.1073100063410102
2023-07-14,94.0,0.11298233453434603
2023-07-17,78.0,0.10976385983888148
2023-07-18,75.0,0.10958985793897412
2023-07-19,76.0,0.10980626151329603
2023-07-20,77.0,0.10812161767592286
2023-07-21,72.0,0.09398038938976908
2023-07-24,77.0,0.07082735747723708
2023-07-25,74.0,0.07696878785313664
2023-07-26,73.0,0.07693008051761187
2023-07-27,72.0,0.07677550218085084
2023-07-28,72.0,0.07558537988894881
2023-07-31,69.0,0.07196746052193959
2023-08-01,42.0,0.07187754446068247
2023-08-02,45.0,0.07351432760597063
2023-08-03,43.0,0.07370821398542382
2023-08-04,43.0,0.0727084478401311
2023-08-07,40.0,0.06817306745936726
2023-08-08,44.0,0.06820923433064778
2023-08-09,45.0,0.07105331045218127
2023-08-10,43.0,0.07108337793404522
2023-08-11,42.0,0.07088736887846077
2023-08-14,42.0,0.04838839939150343
2023-08-16,43.0,0.04925789630152566
2023-08-17,52.0,0.0517434833533267
2023-08-18,72.0,0.08955426005005089
2023-08-21,48.0,0.09247970193468605
2023-08-22,49.0,0.09240646347091903
2023-08-23,48.0,0.09189326214573554
2023-08-24,44.0,0.08795094087013815
2023-08-25,44.0,0.08849557021635633
2023-08-28,42.0,0.08840524557543614
2023-08-29,52.0,0.08839582339658032
2023-08-30,49.0,0.10696815483668748
2023-08-31,44.0,0.10809258997100805
2023-09-01,46.0,0.11869476151596069
2023-09-04,39.0,0.11745061600220438
2023-09-05,43.0,0.11760577422758584
2023-09-06,42.0,0.11760970059598522
2023-09-07,41.0,0.11751690590881346
2023-09-08,42.0,0.11734404322741498
2023-09-11,40.0,0.11779224044666448
2023-09-12,43.0,0.12068800341327705
2023-09-13,41.0,0.12346231979068177
2023-09-14,39.0,0.12429974522813535
2023-09-15,40.0,0.12456711708189255
2023-09-18,42.0,0.09637787333255908
2023-09-19,39.0,0.09673977929542849
2023-09-20,39.0,0.09814538563273652
2023-09-21,39.0,0.09816648101290297
2023-09-22,38.0,0.10033341722084008
2023-09-25,38.0,0.0994071791535005
2023-09-26,38.0,0.09940543948892147
2023-09-27,38.0,0.09940243395226601
2023-10-04,40.0,0.07493500025898614
2023-10-05,37.0,0.07586091772247505
2023-10-06,37.0,0.0770988648802534
2023-10-10,39.0,0.07715471681615844
2023-10-11,40.0,0.07741362968984734
2023-10-12,38.0,0.07536982609217466
2023-10-13,38.0,0.07071424997391086
2023-10-16,46.0,0.06913701839770846
2023-10-17,45.0,0.0844272503158593
2023-10-18,44.0,0.0844978425241065
2023-10-19,42.0,0.08411585540332815
2023-10-20,52.0,0.08352204982664693
2023-10-23,61.0,0.08759267446573889
2023-10-24,100.0,0.13101940284646543
2023-10-25,72.0,0.1328361977126978
2023-10-26,65.0,0.13394507662248675
2023-10-27,55.0,0.13426602495462348
2023-10-30,52.0,0.13270327848227897
2023-10-31,50.0,0.13269152761852282
2023-11-01,33.0,0.12754592534654197
2023-11-02,39.0,0.12843924199642587
2023-11-03,36.0,0.1291877174267657
2023-11-06,32.0,0.12684899745546568
2023-11-07,34.0,0.12684597827708968
2023-11-08,32.0,0.1273493560840092
2023-11-09,45.0,0.12681948894981104
2023-11-10,42.0,0.13002985934049582
2023-11-13,35.0,0.1296556711978916
2023-11-14,36.0,0.13055129832171336
2023-11-15,35.0,0.13269469368516443
2023-11-16,33.0,0.1390720925181973
2023-11-17,32.0,0.14672084871276608
2023-11-20,34.0,0.1445516731122705
2023-11-21,32.0,0.14434624418809378
2023-11-22,34.0,0.1513626864833637
2023-11-23,31.0,0.1239806443317263
2023-11-24,33.0,0.12144861871487533
2023-11-27,30.0,0.12047016826934055
2023-11-28,29.0,0.12049832970785038
2023-11-29,30.0,0.12081405507320452
2023-11-30,29.0,0.12081409468110903
2023-12-01,32.0,0.12079435808754833
2023-12-04,59.0,0.12280176753506777
2023-12-05,56.0,0.13184969214628633
2023-12-06,52.0,0.14051944543887862
2023-12-07,45.0,0.14072153910255752
2023-12-08,44.0,0.14063509268385288
2023-12-11,45.0,0.1382844004484644
2023-12-12,38.0,0.15065648420194333
2023-12-13,39.0,0.15073463732436296
2023-12-14,39.0,0.15373827126956355
2023-12-15,36.0,0.15148552008888508
2023-12-18,36.0,0.13291454425618565
2023-12-19,38.0,0.13292397921118834
2023-12-20,38.0,0.13327598848791075
2023-12-21,39.0,0.13706163555638684
2023-12-22,37.0,0.1293585071020408
2023-12-26,36.0,0.1230573612350015
2023-12-27,40.0,0.12530010831093683
2023-12-28,38.0,0.12712156263076768
2024-01-02,52.0,0.13185866538013608
2024-01-03,61.0,0.13242725782699444
2024-01-04,48.0,0.13201805555991464
2024-01-05,50.0,0.12652016250064524
2024-01-08,55.0,0.12433095578473019
2024-01-09,62.0,0.14082408997761592
2024-01-10,91.0,0.14193435187894882
2024-01-11,100.0,0.12909616902879043
2024-01-12,66.0,0.1291409270063926
2024-01-15,45.0,0.14755347334653515
2024-01-16,42.0,0.148543272673676
2024-01-17,37.0,0.14773688020158104
2024-01-18,39.0,0.14800351926497696
2024-01-19,41.0,0.1502538292088411
2024-01-22,39.0,0.14694549701631607
2024-01-23,43.0,0.15532176300144562
2024-01-24,36.0,0.15466369982043712
2024-01-25,35.0,0.15416174469479652
2024-01-26,34.0,0.1521307869020663
2024-01-29,30.0,0.15585428221588274
2024-01-30,33.0,0.15855258861310936
2024-01-31,30.0,0.15871230697565916
2024-02-01,27.0,0.15259755742213957
2024-02-02,26.0,0.15203990971494488
2024-02-05,25.0,0.14142003578791223
2024-02-06,25.0,0.14135477711218283
2024-02-07,25.0,0.14170218542482274
2024-02-08,30.0,0.12803184856485955
2024-02-13,44.0,0.11486958226138552
2024-02-14,47.0,0.11185317672901694
2024-02-15,47.0,0.11768176859433886
2024-02-16,39.0,0.11676906448316775
2024-02-19,35.0,0.11142647501594567
2024-02-20,34.0,0.11162186931313041
2024-02-21,33.0,0.11198776912988932
2024-02-22,32.0,0.10018367685040507
2024-02-23,31.0,0.10037944358681249
2024-02-26,37.0,0.09112182466212017
2024-02-27,62.0,0.1050270018367579
2024-02-28,96.0,0.11448696021633939
2024-02-29,85.0,0.1431708024465456
2024-03-04,86.0,0.1464904472930379
2024-03-05,100.0,0.1664902618156965
2024-03-06,78.0,0.18008672094824255
2024-03-07,64.0,0.18354053344269416
2024-03-08,64.0,0.18369841446089866
2024-03-11,83.0,0.17712664910817708
2024-03-12,71.0,0.18197969732981956
2024-03-13,69.0,0.18185726097297325
2024-03-14,63.0,0.1800783885241163
2024-03-15,70.0,0.18155627999830473
2024-03-18,52.0,0.1947917970700725
2024-03-19,66.0,0.19488514607352345
2024-03-20,62.0,0.21357583973297736
2024-03-21,53.0,0.23228304846405531
2024-03-22,47.0,0.2347871068927562
2024-03-25,51.0,0.24046106345519425
2024-03-26,51.0,0.24320468332891607
2024-03-27,48.0,0.2431833321875523
2024-03-28,45.0,0.23752225213768524
2024-03-29,46.0,0.23384484112059198
2024-04-01,43.0,0.21515207097700295
2024-04-02,52.0,0.21629406523613312
2024-04-03,44.0,0.22454782375609067
2024-04-04,43.0,0.21025984729753777
2024-04-05,41.0,0.20207119362394632
2024-04-08,47.0,0.19845347268374058
2024-04-09,42.0,0.2010336488564068
2024-04-11,43.0,0.20027937192975437
2024-04-12,46.0,0.2002257196612861
2024-04-15,54.0,0.20754417073657785
2024-04-16,51.0,0.20117283705690098
2024-04-17,51.0,0.1960013830507892
2024-04-18,56.0,0.19985553050361043
2024-04-19,82.0,0.18305554482357714
2024-04-22,45.0,0.153397924064368
2024-04-23,39.0,0.1560053718320632
2024-04-24,39.0,0.1486152931090205
2024-04-25,37.0,0.14687423245492012
2024-04-26,33.0,0.14691146669454003
2024-04-29,33.0,0.1456433407843607
2024-04-30,38.0,0.1460372629571761
2024-05-01,100.0,0.1531465319828071
2024-05-02,80.0,0.15640500251562225
2024-05-03,75.0,0.14389604089386043
2024-05-07,65.0,0.1521328547342185
2024-05-08,63.0,0.1525653509332528
2024-05-09,59.0,0.15026315764676346
2024-05-10,62.0,0.14910912272120183
2024-05-13,63.0,0.14666996210827993
2024-05-14,60.0,0.14042146276820003
2024-05-16,68.0,0.1536239490463454
2024-05-17,66.0,0.15426800572408755
2024-05-20,72.0,0.14736478312696277
2024-05-21,81.0,0.16445553561865048
2024-05-22,72.0,0.16548169678240657
2024-05-23,68.0,0.1636026143233875
2024-05-24,66.0,0.164398051961779
2024-05-27,61.0,0.16163784354321695
2024-05-28,62.0,0.1620671891897569
2024-05-29,61.0,0.16275880305706672
2024-05-30,61.0,0.16270444891952093
2024-05-31,55.0,0.15462272286588213
2024-06-03,58.0,0.13608142342556204
2024-06-04,60.0,0.13600689838835825
2024-06-05,70.0,0.13828884612795422
2024-06-07,67.0,0.13721753489217392
2024-06-10,56.0,0.12908724595345833
2024-06-11,65.0,0.1291010529892954
2024-06-12,65.0,0.13256238941361934
2024-06-13,61.0,0.13113817240671033
2024-06-14,58.0,0.13116582799453597
2024-06-17,57.0,0.1049710559829143
2024-06-18,63.0,0.10497826046620394
2024-06-19,56.0,0.10645168012714694
2024-06-20,55.0,0.07537982122082426
2024-06-21,54.0,0.07312414349091483
2024-06-24,74.0,0.07202033935358396
2024-06-25,64.0,0.0852113231483376
2024-06-26,57.0,0.08801934711439671
2024-06-27,54.0,0.08854862459551081
2024-06-28,52.0,0.0881292295223726
2024-07-01,53.0,0.09356598931486716
2024-07-02,53.0,0.0935403995929165
2024-07-03,57.0,0.09444939796250258
2024-07-04,73.0,0.09815122497955864
2024-07-05,90.0,0.1087421564149642
2024-07-08,70.0,0.11816210627889524
2024-07-09,61.0,0.1191395730077207
2024-07-10,60.0,0.12119026687299829
2024-07-11,70.0,0.12126408423372052
2024-07-12,64.0,0.11719566620512976
2024-07-15,71.0,0.11927357273437847
2024-07-16,84.0,0.13564476487253266
2024-07-17,67.0,0.13551774934744548
2024-07-18,63.0,0.13633114301359026
2024-07-19,72.0,0.13483629752710885
2024-07-22,68.0,0.1416432922233839
2024-07-23,72.0,0.14186124557447347
2024-07-24,66.0,0.14305884132365576
2024-07-25,67.0,0.1354611897453534
2024-07-26,65.0,0.13332917620505128
2024-07-29,76.0,0.13393893599769996
2024-07-30,65.0,0.1354112609789453
2024-07-31,58.0,0.13252448019104923
2024-08-01,31.0,0.13462265986802988
2024-08-02,33.0,0.1343891733535364
2024-08-05,100.0,0.14146822548982502
2024-08-06,58.0,0.1570873376980854
2024-08-07,45.0,0.15602619932830272
2024-08-08,41.0,0.15642463145037605
2024-08-09,37.0,0.1924082320733855
2024-08-12,35.0,0.1960220689970379
2024-08-13,32.0,0.19501082992713173
2024-08-14,32.0,0.19437586454014494
2024-08-16,31.0,0.1870919932614027
2024-08-19,30.0,0.18430291033122922
2024-08-20,29.0,0.1850056685650434
2024-08-21,31.0,0.18458230849589777
2024-08-22,29.0,0.1878249039857695
2024-08-23,33.0,0.18658984561356434
2024-08-26,29.0,0.19296069778684466
2024-08-27,30.0,0.19433622641316273
2024-08-28,32.0,0.20199451269164492
2024-08-29,29.0,0.20094040268451427
2024-08-30,28.0,0.20083414616491385
2024-09-02,28.0,0.19162539006645685
2024-09-03,28.0,0.1937075553648987
2024-09-04,32.0,0.19104657325183755
2024-09-05,29.0,0.1764377513547192
2024-09-06,34.0,0.17511413289931752
2024-09-09,31.0,0.13731421949746236
2024-09-10,28.0,0.14282217842300957
2024-09-11,28.0,0.13826010310323852
2024-09-12,27.0,0.1379363586973705
2024-09-13,29.0,0.13703851636706785
2024-09-19,34.0,0.1418171124174088
2024-09-20,31.0,0.14303594764837724
2024-09-23,29.0,0.12457860263404406
2024-09-24,28.0,0.12465727043257822
2024-09-25,28.0,0.12551742126378163
2024-09-26,31.0,0.12466161911134717
2024-09-27,30.0,0.11609230634868295
2024-09-30,28.0,0.1160374547426987
2024-10-02,30.0,0.12461692560507205
2024-10-04,27.0,0.11731296135608202
2024-10-07,27.0,0.10803916628892368
2024-10-08,27.0,0.10836488930288712
2024-10-10,27.0,0.10332740911840431
2024-10-11,26.0,0.1029539794471659
2024-10-14,28.0,0.10073627752893298
2024-10-15,28.0,0.11196692180656827
2024-10-16,30.0,0.11203092087670832
2024-10-17,25.0,0.11117485894165734
2024-10-18,29.0,0.10536058585887409
2024-10-21,29.0,0.10238078686824208
2024-10-22,27.0,0.10516585950111391
2024-10-23,26.0,0.10509251742380477
2024-10-24,27.0,0.10552632431858065
2024-10-25,27.0,0.10683910927477985
2024-10-28,29.0,0.10356752145953481
2024-10-29,49.0,0.10744516062023424
2024-10-30,40.0,0.11428961958945241
2024-10-31,35.0,0.10871697934273095
2024-11-01,22.0,0.10532894559479657
2024-11-04,19.0,0.10390067666597455
2024-11-05,20.0,0.10479847656610139
2024-11-06,84.0,0.10660491974472804
2024-11-07,46.0,0.13689783409773412
2024-11-08,37.0,0.1369367993284876
2024-11-11,82.0,0.1384399931158738
2024-11-12,90.0,0.16892668183918966
2024-11-13,83.0,0.16904857151067262
2024-11-14,63.0,0.16409629878185317
2024-11-15,49.0,0.16743408487023714
2024-11-18,44.0,0.1720948622224726
2024-11-19,43.0,0.17227341727294535
2024-11-20,47.0,0.17317433870882962
2024-11-21,72.0,0.17279087155968642
2024-11-22,77.0,0.17806408804938373
2024-11-25,51.0,0.17542808589678854
2024-11-26,49.0,0.18310547111123457
2024-11-27,44.0,0.1829396547610399
2024-11-28,38.0,0.18560314626821628
2024-11-29,38.0,0.1814509290400609
2024-12-02,39.0,0.1801933293017049
2024-12-03,36.0,0.1807688981686555
2024-12-04,38.0,0.18059043377783468
2024-12-05,100.0,0.18239796781610093
2024-12-06,62.0,0.18177047290040174
2024-12-09,43.0,0.16268944900083881
2024-12-10,47.0,0.16691788155495238
2024-12-11,42.0,0.16017452615811129
2024-12-12,40.0,0.13511138095117722
2024-12-13,35.0,0.1353311584778218
2024-12-16,51.0,0.12403044543728153
2024-12-17,46.0,0.12497827436533926
2024-12-18,44.0,0.12471729452623509
2024-12-19,48.0,0.1373884503218342
2024-12-20,52.0,0.13861939307818633
2024-12-23,38.0,0.13197810015573966
2024-12-24,39.0,0.13144093016659178
2024-12-26,35.0,0.1271182591745274
2024-12-27,35.0,0.13194151864160483
2024-12-30,35.0,0.12605392772220175
2025-01-02,35.0,0.12551448386916428
2025-01-03,32.0,0.1280881901118917
2025-01-06,34.0,0.12092735179110552
2025-01-07,36.0,0.12713240986113336
2025-01-08,34.0,0.1373955360513391
2025-01-09,34.0,0.1336314208564482
2025-01-10,33.0,0.13612692607201743
2025-01-13,33.0,0.12904912219409878
2025-01-14,31.0,0.12904777994360875
2025-01-15,32.0,0.12762900241881814
2025-01-16,31.0,0.13288717212634416
2025-01-17,38.0,0.1329911608463814
2025-01-20,61.0,0.1271328528794447
2025-01-21,47.0,0.12727033095043624
2025-01-22,37.0,0.1314158714260427
2025-01-23,39.0,0.13353618558242936
2025-01-24,37.0,0.12733670993259222
2025-01-31,29.0,0.1232652941948778
2025-02-03,89.0,0.1263343804590141
2025-02-04,66.0,0.131795132554408
2025-02-05,62.0,0.13649097869185883
2025-02-06,53.0,0.1313811271908015
2025-02-07,52.0,0.11994985014220576
2025-02-10,45.0,0.11273625180859256
2025-02-11,46.0,0.11317446135469666
2025-02-12,46.0,0.11454548735719182
2025-02-13,44.0,0.11662977479842582
2025-02-14,45.0,0.1153939583489691
2025-02-17,41.0,0.10153716024920117
2025-02-18,47.0,0.10158260176184382
2025-02-19,42.0,0.09675063321455495
2025-02-20,42.0,0.09708517905618852
2025-02-21,47.0,0.09034129080974701
2025-02-24,44.0,0.0897487901348604
2025-02-25,88.0,0.10294779744451525
2025-02-26,74.0,0.10580057694384394
2025-02-27,69.0,0.11808599212315414
2025-02-28,100.0,0.11800461884248153
2025-03-04,74.0,0.17154939954622353
2025-03-05,63.0,0.16946233962264726
2025-03-06,57.0,0.1695688426442424
2025-03-07,76.0,0.165985893500875
2025-03-10,78.0,0.1818205278011226
