Date,value,btc_volatility
2024-01-12,61.13001533849552,0.1291409270063926
2024-01-16,40.11657256588769,0.148543272673676
2024-01-17,36.29594660723171,0.14773688020158104
2024-01-18,38.206259586559696,0.14800351926497696
2024-01-19,38.206259586559696,0.1502538292088411
2024-01-22,36.29594660723171,0.14694549701631607
2024-01-23,40.11657256588769,0.15532176300144562
2024-01-24,35.34079011756772,0.15466369982043712
2024-01-25,34.38563362790373,0.15416174469479652
2024-01-26,31.52016415891175,0.1521307869020663
2024-01-29,29.609851179583767,0.15585428221588274
2024-01-30,31.52016415891175,0.15855258861310936
2024-01-31,29.609851179583767,0.15871230697565916
2024-02-01,27.33303390553732,0.15259755742213957
2024-02-02,28.42635526175881,0.15203990971494488
2024-02-05,27.33303390553732,0.14142003578791223
2024-02-06,27.33303390553732,0.14135477711218283
2024-02-07,27.33303390553732,0.14170218542482274
2024-02-08,32.79964068664478,0.12803184856485955
2024-02-09,40.45289018019523,0.12871131526734791
2024-02-12,44.826175605081204,0.1098096584638564
2024-02-13,49.199461029967175,0.11486958226138552
2024-02-14,51.38610374241016,0.11185317672901694
2024-02-15,50.29278238618866,0.11768176859433886
2024-02-16,42.639532892638215,0.11676906448316775
2024-02-20,37.17292611153076,0.11162186931313041
2024-02-21,36.07960475530926,0.11198776912988932
2024-02-22,34.98628339908777,0.10018367685040507
2024-02-23,32.79964068664478,0.10037944358681249
2024-02-26,41.54621153641672,0.09112182466212017
2024-02-27,65.59928137328956,0.1050270018367579
2024-02-28,104.9588501972633,0.11448696021633939
2024-02-29,95.11895799126987,0.1431708024465456
2024-03-01,66.69260272951105,0.14457360779091932
2024-03-04,95.11895799126987,0.1464904472930379
2024-03-05,109.33213562214928,0.1664902618156965
2024-03-06,84.18574442905494,0.18008672094824255
2024-03-07,66.69260272951105,0.18354053344269416
2024-03-08,67.78592408573255,0.18369841446089866
2024-03-11,90.7456725663839,0.17712664910817708
2024-03-12,80.90578036039047,0.18197969732981956
2024-03-13,76.53249493550449,0.18185726097297325
2024-03-14,67.78592408573255,0.1800783885241163
