Date,KOSPI_Volatility,volume_btc,bitcoin_kr
2022-05-02,20.5,5918.5983894,29.902545629091854
2022-05-03,20.25,5970.22854529,27.510341978764504
2022-05-04,19.61,7220.870717129999,28.70644380392818
2022-05-06,20.87,8965.753104809999,38.27525840523757
2022-05-09,21.39,12254.912203330001,59.80509125818371
2022-05-10,22.11,19590.52931393,56.21678578269268
2022-05-11,21.1,39942.77900709,81.33492411112984
2022-05-12,22.72,30591.03679699,119.61018251636742
2022-05-13,19.69,18595.34695033,110.04136791505802
2022-05-16,20.27,8660.01511387,55.02068395752901
2022-05-17,19.06,9246.05936922,50.23627665687432
2022-05-18,18.4,10435.97259148,47.844073006546964
2022-05-19,20.42,10841.4111524,45.45186935621962
2022-05-20,19.1,10212.50095714,39.471360230401245
2022-05-23,19.44,8977.281521730001,37.0791565800739
2022-05-24,20.61,7502.7640337600005,38.27525840523757
2022-05-25,19.89,7409.38919775,35.883054754910226
2022-05-26,19.91,9943.185937630002,38.27525840523757
2022-05-27,18.8,10184.88680027,38.27525840523757
2022-05-30,17.74,9825.31233741,34.68695292974655
2022-05-31,17.26,10393.68965072,35.883054754910226
2022-06-02,17.6,6945.33438441,31.098647454255527
2022-06-03,16.87,6281.03739984,28.70644380392818
2022-06-07,18.1,10946.43457659,29.902545629091854
2022-06-08,17.1,9022.9636602,27.510341978764504
2022-06-09,17.0,4717.358429,26.31424015360083
2022-06-10,18.29,6405.43115895,28.70644380392818
2022-06-13,23.3,29225.5325198,90.90373871243924
2022-06-14,23.74,29902.9213114,76.55051681047514
2022-06-15,24.27,28459.372697900002,70.57000768465677
2022-06-16,23.72,18849.187702,52.62848030720166
2022-06-17,25.79,13850.705667670001,56.21678578269268
2022-06-20,26.37,19562.16415172,62.197294908511054
2022-06-21,23.4,15899.21326473,49.04017483171064
2022-06-22,25.64,12717.17748115,44.255767531055945
2022-06-23,25.92,16483.394904419998,43.05966570589227
2022-06-24,23.94,17781.04758387,38.27525840523757
2022-06-27,22.5,9003.01199527,37.0791565800739
2022-06-28,21.21,7769.832062490001,37.0791565800739
2022-06-29,22.46,12826.4823587,38.27525840523757
2022-06-30,23.9,15485.95451306,46.64797118138329
2022-07-01,23.98,16057.03705548,38.27525840523757
2022-07-04,24.07,8386.54361652,39.471360230401245
2022-07-05,22.73,11895.963125310001,34.68695292974655
2022-07-06,24.67,10915.25486245,33.49085110458287
2022-07-07,23.6,13224.328172689999,32.2947492794192
2022-07-08,23.0,18376.68377419,33.49085110458287
2022-07-11,23.33,10352.33956702,34.68695292974655
2022-07-12,23.33,10383.081376,33.49085110458287
2022-07-13,23.3,14129.26948298,34.68695292974655
2022-07-14,23.32,12475.40303562,29.902545629091854
2022-07-15,22.08,12652.53867274,31.098647454255527
2022-07-18,20.53,19379.23787262,35.883054754910226
2022-07-19,20.74,22019.15875271,34.68695292974655
2022-07-20,20.31,20295.98610507,37.0791565800739
2022-07-21,20.02,17639.31412635,35.883054754910226
2022-07-22,19.71,13266.70131115,28.70644380392818
2022-07-25,19.97,12720.11157846,32.2947492794192
2022-07-26,19.38,11606.939323580002,28.70644380392818
2022-07-27,19.39,12884.962373139999,26.31424015360083
2022-07-28,18.36,16935.35045632,29.902545629091854
2022-07-29,17.79,15903.50226506,29.902545629091854
2022-08-01,18.22,10727.2563347,28.612152673088392
2022-08-02,19.24,11618.97964023,28.612152673088392
2022-08-03,18.45,10922.26190706,26.194224278179515
2022-08-04,17.7,9487.29527223,26.59721234399766
2022-08-05,17.0,9498.60613853,25.388248146543223
2022-08-08,17.15,13015.606564040001,26.59721234399766
2022-08-09,16.5,17064.530116579997,26.59721234399766
2022-08-10,17.18,11925.830512519999,24.58227201490693
2022-08-11,15.74,12876.22474098,27.8061765414521
2022-08-12,15.45,11435.11866251,24.58227201490693
2022-08-16,15.42,6784.54400052,24.985260080725077
2022-08-17,15.51,8771.22682915,24.58227201490693
2022-08-18,15.77,4416.39695397,22.5673316858162
2022-08-19,15.73,14816.14744145,40.29880658181464
2022-08-22,16.76,6013.022935700001,29.821116870542834
2022-08-23,17.72,5891.67855733,27.8061765414521
2022-08-24,17.48,4574.95863156,25.79123621236137
2022-08-25,16.19,4778.40547344,23.776295883270638
2022-08-26,16.19,9535.18944273,27.8061765414521
2022-08-29,18.72,5571.50240821,31.836057199633565
2022-08-30,17.47,5798.09633141,26.59721234399766
2022-08-31,17.31,5627.57993825,23.776295883270638
2022-09-01,19.2,5698.1760402,22.5673316858162
2022-09-02,19.07,5393.2654013500005,21.358367488361758
2022-09-05,18.87,4740.00022444,19.746415225089173
2022-09-06,18.49,10216.8592565,27.000200409815807
2022-09-07,19.85,8497.974152179999,28.612152673088392
2022-09-08,19.17,6037.98260651,24.179283949088784
2022-09-13,16.68,18204.12674228,33.44800946290615
2022-09-14,18.73,11861.925087750002,28.612152673088392
2022-09-15,18.39,10044.50004635,28.209164607270246
2022-09-16,19.13,7558.13099832,24.985260080725077
2022-09-19,19.64,12994.28120896,33.8509975287243
2022-09-20,19.28,7762.69428718,24.985260080725077
2022-09-21,20.8,11432.39751098,29.01514073890654
2022-09-22,20.47,9453.6528117,27.000200409815807
2022-09-23,20.33,9914.6724404,28.612152673088392
2022-09-26,24.02,7046.2107267599995,28.612152673088392
2022-09-27,23.62,14211.266505219999,27.8061765414521
2022-09-28,26.59,11619.24765643,29.01514073890654
2022-09-29,25.96,9338.70270474,24.985260080725077
2022-09-30,27.19,9672.11383961,24.179283949088784
2022-10-04,24.99,7490.5269397600005,26.194224278179515
2022-10-05,24.36,7144.03036246,22.16434361999805
2022-10-06,23.37,6894.010439199999,18.94043909345288
2022-10-07,23.93,7355.03830028,24.179283949088784
2022-10-11,25.78,5543.82802395,23.776295883270638
2022-10-12,24.69,3447.7669706100005,20.95537942254361
2022-10-13,27.22,10423.91258095,30.22410493636098
2022-10-14,23.94,8068.825218059999,22.970319751634346
2022-10-17,24.4,4876.11740671,23.373307817452492
2022-10-18,22.86,4959.38578319,22.970319751634346
2022-10-19,23.21,4593.93622985,20.95537942254361
2022-10-20,24.04,3803.86968901,16.119522632725854
2022-10-21,23.94,4436.8261763400005,19.343427159271027
2022-10-24,24.62,4837.14899288,20.95537942254361
2022-10-25,24.23,6143.54887192,21.358367488361758
2022-10-26,23.42,9662.84159246,24.179283949088784
2022-10-27,22.12,7944.584522589999,23.373307817452492
2022-10-28,22.71,5389.90698413,19.343427159271027
2022-10-31,21.97,5338.47629395,19.746415225089173
2022-11-01,21.11,4463.31617442,20.076484570139392
2022-11-02,21.13,9211.9399301,21.901619531061158
2022-11-03,21.21,9255.595105280001,20.076484570139392
2022-11-04,20.84,10337.8241408,20.68486289044665
2022-11-07,20.82,7115.43617207,22.50999785136841
2022-11-08,19.99,25422.98626201,39.54459081997153
2022-11-09,20.1,31587.46955968,54.754048827652895
2022-11-10,21.21,30885.29435191,60.83783203072544
2022-11-11,19.97,17939.76650454,42.5864824215078
2022-11-14,20.32,18411.048260130003,53.53729218703838
2022-11-15,19.63,9055.36451699,34.06918593720624
2022-11-16,19.87,7567.25470827,31.02729433566997
2022-11-17,20.09,5152.427625439999,28.593781054440957
2022-11-18,19.87,5215.64919646,25.551889452904682
2022-11-21,19.81,7965.90082364,29.20215937474821
2022-11-22,19.09,12264.042250120001,26.160267773211938
2022-11-23,17.92,7134.52726017,21.2932412107539
2022-11-24,16.85,6951.04272567,24.335132812290176
2022-11-25,16.97,5562.288008330001,25.551889452904682
2022-11-28,18.12,7998.788976870001,23.72675449198292
2022-11-29,17.76,5778.40643767,23.118376171675667
2022-11-30,17.78,7871.59117188,23.118376171675667
2022-12-01,17.51,6710.8288808199995,21.901619531061158
2022-12-02,18.49,5286.9823043100005,18.859727929524887
2022-12-05,17.98,6267.31791655,20.076484570139392
2022-12-06,18.19,5492.390329129999,20.076484570139392
2022-12-07,18.45,6078.284702180001,23.72675449198292
2022-12-08,18.38,4844.50097261,24.335132812290176
2022-12-09,17.57,5032.9395306999995,20.68486289044665
2022-12-12,18.52,4790.36957655,21.901619531061158
2022-12-13,19.09,8532.62131563,21.901619531061158
2022-12-14,17.27,6742.57513965,18.859727929524887
2022-12-15,16.71,6002.740402400001,20.68486289044665
2022-12-16,17.03,7869.740386470001,23.118376171675667
2022-12-19,17.6,4675.46809068,23.118376171675667
2022-12-20,17.98,6313.75593519,21.901619531061158
2022-12-21,17.62,4265.01812407,20.076484570139392
2022-12-22,16.6,4663.42348084,21.901619531061158
2022-12-23,17.43,5012.67925775,21.901619531061158
2022-12-26,17.46,4646.54248053,17.642971288910378
2022-12-27,17.09,4833.53035576,19.46810624983214
2022-12-28,17.53,5936.22310451,24.94351113259743
2022-12-29,18.4,5043.85360025,23.118376171675667
2023-01-02,18.85,4614.9411584,21.901619531061158
2023-01-03,18.96,4333.06689391,19.46810624983214
2023-01-04,18.17,4767.76691064,20.68486289044665
2023-01-05,17.85,5781.21813625,18.859727929524887
2023-01-06,17.74,5502.41435879,20.076484570139392
2023-01-09,18.48,6021.68581952,21.2932412107539
2023-01-10,18.22,5389.64431435,19.46810624983214
2023-01-11,17.98,5362.348061459999,17.642971288910378
2023-01-12,18.34,11074.24539975,24.335132812290176
2023-01-13,17.19,10080.60448853,24.335132812290176
2023-01-16,16.88,9358.70910995,26.76864609351919
2023-01-17,16.85,7558.14947009,23.72675449198292
2023-01-18,16.8,11558.942691139999,26.160267773211938
2023-01-19,16.89,7177.13960113,20.68486289044665
2023-01-20,16.81,8474.55801469,24.335132812290176
2023-01-25,16.84,10140.69264903,24.94351113259743
2023-01-26,16.53,8178.810464120001,26.76864609351919
2023-01-27,16.86,6979.1566949299995,24.335132812290176
2023-01-30,17.38,9944.81577485,26.76864609351919
2023-01-31,17.75,7367.38302776,24.335132812290176
2023-02-01,17.54,7937.12572276,24.39618065164514
2023-02-02,17.08,9816.83195387,25.732957673653093
2023-02-03,17.01,7774.8109954500005,23.05940362963719
2023-02-06,17.55,14789.28399433,24.73037490714713
2023-02-07,17.31,19054.29919176,23.393597885139176
2023-02-08,17.5,12441.44537973,20.385849585621283
2023-02-09,17.95,15486.82586349,24.39618065164514
