Date,etf_premium,Log Return,Kimchi Premium
2024-01-12,0.0013047162557990877,-0.006317742470772781,0.0577266692086833
2024-01-16,0.0041190538076418814,-0.08689091246155656,0.030603677936756446
2024-01-17,0.004172265749650572,0.014822615561878156,0.02217500460298716
2024-01-18,0.0008006470552572864,-0.009074162603275208,0.03538341905761677
2024-01-19,-0.0029758141169602403,-0.03524280214575144,0.03545682521246807
2024-01-22,0.004133080003303036,0.007122926644305507,0.03280519007426852
2024-01-23,-0.001577851685183207,-0.05065089236436469,0.040876165296017675
2024-01-24,-0.0026100555144705773,0.008851964829261033,0.0294061931479781
2024-01-25,0.002899959623223314,0.005308750691087768,0.03208554804320651
2024-01-26,0.0022349870134810157,-0.003575022380898142,0.029052571234759128
2024-01-29,0.004832731246711353,0.051387703275745975,0.021964854709745296
2024-01-30,0.001246373128421796,0.029164092439120423,0.03328239982539616
2024-01-31,-0.004593076528420892,-0.007512437126439437,0.03339121389108035
2024-02-01,0.00038881922152644854,-0.009205052741510714,0.030900922560540334
2024-02-02,0.0001035209195530129,0.011771907376930214,0.038400814764382174
2024-02-05,0.00046092065139968774,-0.011326958514040529,0.03584475443538504
2024-02-06,0.0006248365684655699,0.0018099382562175514,0.03242145362401594
2024-02-07,0.005366605362203458,0.009975332964659337,0.023164772663715638
2024-02-08,0.004916667071213743,0.02833012537643444,0.03099935449158009
2024-02-09,0.000577114406699275,0.022171960354705433,0.01351691668985211
2024-02-12,0.006484055740678452,0.06389010334837117,0.008180224049840756
2024-02-13,0.0049210262157797224,0.03371772577647569,0.019909184146252423
2024-02-14,0.001269265100887429,-0.004395499485485641,0.015174916911470548
2024-02-15,-0.0007356218056655539,0.041017909161860266,0.029673296236867097
2024-02-16,0.0029540700627868066,0.0023928420085535325,0.03656605932218282
2024-02-20,-0.00037228884106366156,-0.0031607665093954657,0.033025047863339374
2024-02-21,0.00021455509287204855,0.009370414024323067,0.045952396115547245
2024-02-22,0.007576122118584383,-0.0078116304241465755,0.050677819111568434
2024-02-23,0.002525285826702639,-0.010845315526537608,0.05014130635232905
2024-02-26,0.0016816741098093502,0.00823696977871424,0.030916248020424586
2024-02-27,0.002388821195915547,0.05274799186019271,0.03570453948733632
2024-02-28,0.001819669815349867,0.045623794444969216,0.05063468057579401
2024-02-29,0.0017221071410944422,0.09078082893104507,0.051753930680252136
2024-03-01,0.009424011255814824,-0.021449617900407766,0.049493999647837184
2024-03-04,0.004639968524199789,0.032106597456588636,0.05112737175753734
2024-03-05,-0.007102123937769433,0.07924213322875573,0.07170814641807
2024-03-06,0.0005727727751640987,-0.06932869955942596,0.05880153608269234
2024-03-07,-0.00037526506382457026,0.03548487327059057,0.06289783202573518
2024-03-08,0.0020386416272841767,0.0125493954744912,0.07078861767476274
2024-03-11,-0.0035342563610110123,0.0307454192673269,0.06128451783400557
2024-03-12,-0.0001937375101214167,0.04385046202792151,0.08049560103836928
2024-03-13,0.007074506538048864,-0.008801090718419858,0.08385782606613867
2024-03-14,-0.002448374011403187,0.02220467690348353,0.08927377032220596
2024-03-15,-0.008398994330568677,-0.023532471376953676,0.0931963339694819
2024-03-18,-0.0031717541198309496,-0.04344754665271531,0.0984427575275264
2024-03-19,-0.004786387220647947,-0.011145741531910594,0.11681101411142336
2024-03-20,0.005754906579042096,-0.08779140113134701,0.09782276413122082
2024-03-21,-0.0006136063834693006,0.09157101703467248,0.10337330142452794
2024-03-22,0.0022413167918311494,-0.03545949264023783,0.09940587880746832
2024-03-25,0.005761768369328735,0.026119276558293856,0.05734713286635307
2024-03-26,-0.0029244763211241365,0.03989811422149407,0.06364960183650537
2024-03-27,0.0007360657318424835,0.0004104198687105763,0.06622303802218532
2024-03-28,0.0041079656128915065,-0.007812672526074071,0.05907969091891263
2024-03-29,-0.004824069711450996,0.018657976249142883,0.060649121932492944
2024-04-01,0.006628859965845946,0.008123967476242555,0.06557186768489665
2024-04-02,-0.0004975057328889809,-0.023123822599643195,0.08576087586931624
2024-04-03,0.00024177168678374272,-0.06298564837226542,0.08488354166292345
2024-04-04,-0.0014518340029069376,0.008172754164381521,0.07715232136141936
2024-04-05,-0.004976030506846807,0.03781577038252228,0.07261508172970732
2024-04-08,0.0011697369434378047,0.012285843875265554,0.053497937970814036
2024-04-09,0.0026001791030472177,0.03222838059688219,0.06053650392906418
2024-04-10,0.009834704449026344,-0.03557732446588956,0.05578159647946923
2024-04-11,0.0037204415047169537,0.020329184402136262,0.052765509698736945
2024-04-12,0.002012099956999025,-0.007481389652792396,0.08137441412200364
2024-04-15,0.0027008120474021347,-0.06338081254040075,0.10002528962927193
2024-04-16,-0.0016070356570671018,-0.03559719885821126,0.07505512244901813
2024-04-17,-0.0008908535423997055,0.006052507802755109,0.07649178935737133
2024-04-18,0.003544195715363907,-0.040619188437898676,0.07095154631378064
2024-04-19,0.0020579535736255927,0.03569915307653905,0.06294671991786371
2024-04-22,0.0035547827051445324,0.022453508926478967,0.05261779427868429
2024-04-23,-0.0006151747092335569,0.028758106977158405,0.04849371840060912
2024-04-24,-0.0042855144869318185,-0.006429054590263906,0.06206883907541605
2024-04-25,0.0013471626369931933,-0.032823685530013545,0.049701417878315945
2024-04-26,-0.001867659115151854,0.003332766356597327,0.048589946515183335
2024-04-29,0.004559387185842478,-0.021530784390878112,0.03903975783434599
2024-04-30,-0.016652214408010124,0.011344052873708464,0.0392771771641387
2024-05-01,-0.01773087124397099,-0.051920854717791044,0.03149755478467209
2024-05-02,0.002898919063668348,-0.03928582091761113,0.0227329362759241
2024-05-03,0.006211980882510515,0.014516806600985501,0.04177197598669302
2024-05-06,0.0027244903239225238,0.0800122608666429,0.034656015233119675
2024-05-07,-0.00048091791581661436,-0.013953688445835043,0.03405545380688357
2024-05-08,-0.00221787758958758,-0.013297978645710406,0.0322535399217303
2024-05-09,0.0026383316351141772,-0.01847968496720089,0.019920199699168917
2024-05-10,0.0010082691747186345,0.030335786603639104,0.03224608831625275
2024-05-13,0.0035937017804588134,-0.025985338178421483,0.021274245094517585
2024-05-14,0.0013728743654572995,0.023556705229280852,0.026274757683582006
2024-05-15,0.0033529935557490287,-0.02179403211824482,0.022878527331786636
2024-05-16,-0.0008792389847032123,0.0733013030717081,0.03474435971539269
